POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA2471,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,29,12,53,3,0,0,17,14,0,125,9,0,35,0,0,0,3,3,0,54,15,4,3,0,0,0,4,5,0,30,0,3,0,0,0,0,0,0,0,13,6,3,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,17,0,5,0,6,0,0,0,3,0,21,0,3,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,4,0,3,0,0,0,5,5,3,15,77,35,107,20,3,9,33,44,7,328,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,15
POA2472,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,16,4,48,3,0,0,18,9,0,103,6,0,25,0,0,0,4,8,7,48,5,0,9,0,0,0,0,7,0,19,0,4,0,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,16,8,0,3,0,3,4,0,4,0,23,3,5,0,5,0,0,0,3,0,23,0,6,0,0,0,0,0,0,0,9,0,0,5,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,11,0,0,3,0,0,0,0,5,3,14,39,31,92,20,9,8,32,44,14,281,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,7
POA2473,0,4,0,5,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,4,16,10,43,0,4,5,14,14,0,102,7,3,28,5,0,3,3,10,5,65,0,0,4,0,0,0,0,3,0,13,0,7,0,10,0,0,0,0,0,20,4,22,0,4,0,0,0,0,0,29,12,5,0,5,3,5,0,6,0,42,0,10,0,15,3,0,0,3,0,28,0,0,6,0,0,0,0,0,0,6,6,0,10,0,0,0,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,4,0,18,60,60,98,37,12,15,28,42,8,366,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
POA2474,6,5,0,0,3,0,0,0,0,19,0,0,0,0,3,3,0,3,0,11,34,15,110,3,8,12,27,26,3,238,28,0,50,0,0,0,8,15,0,103,24,10,11,4,0,0,3,22,0,76,5,21,0,7,0,0,0,0,0,35,5,22,0,5,0,0,0,5,0,38,17,11,7,6,7,14,3,3,0,64,13,8,3,16,4,0,3,3,0,41,0,8,3,0,0,0,0,0,0,12,9,0,11,3,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,5,0,0,16,9,0,3,0,0,0,0,7,9,28,146,103,208,49,25,34,48,89,14,717,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,12,0,3,0,0,0,0,0,0,0,6,4,5,4,3,5,0,0,4,0,26
POA2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,0,0,0,6,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2476,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,3,3,0,7,32,5,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,3,4,0,10,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,3,9,27,17,15,7,0,3,4,13,6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POA2477,14,30,9,3,4,0,0,5,0,66,0,20,9,0,0,0,0,0,0,32,68,53,216,15,17,20,55,46,7,494,55,12,138,0,3,6,16,35,0,265,49,24,51,5,3,9,12,32,3,185,16,100,7,14,5,0,4,7,0,155,23,69,3,10,0,0,3,0,0,117,81,62,20,11,13,28,14,18,0,249,22,48,8,54,9,4,6,4,0,149,11,27,15,8,0,4,0,3,0,73,15,0,48,6,5,0,7,16,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,28,3,3,13,0,0,3,13,6,10,60,372,450,539,129,67,77,129,187,26,1981,6,28,7,5,3,0,0,0,0,49,0,4,0,3,4,0,0,0,0,9,3,5,3,0,3,6,0,0,0,24,0,4,4,0,0,0,0,0,0,13,14,10,9,4,6,0,0,16,0,59
POA2478,31,60,9,5,0,3,0,8,0,121,22,26,19,4,8,11,4,9,3,102,160,142,427,38,23,45,86,92,11,1024,163,27,441,13,20,17,32,70,13,802,39,36,81,4,10,9,14,48,0,242,30,281,15,76,5,8,5,18,3,437,56,199,17,29,6,7,9,14,3,333,207,187,45,31,70,94,19,38,7,692,38,141,15,145,22,18,19,23,8,408,33,74,32,12,10,10,7,21,0,192,42,8,147,26,3,19,16,39,3,307,0,0,0,0,0,0,0,0,0,0,8,7,10,6,3,6,3,9,0,62,24,20,34,15,7,10,9,22,24,165,856,1193,1292,402,186,257,233,407,70,4902,11,39,12,16,12,4,0,5,0,99,4,11,0,4,9,0,0,5,0,29,3,14,9,9,11,5,0,8,0,65,0,24,7,3,10,6,0,0,0,48,10,29,14,16,9,5,0,10,0,94
POA2479,12,12,0,3,3,0,0,0,0,38,9,12,0,0,0,0,0,0,0,17,50,35,38,4,4,6,10,15,4,155,44,21,70,5,3,6,4,12,0,156,15,12,14,0,0,0,4,9,4,56,6,50,3,5,0,0,0,0,0,60,12,30,0,4,0,3,0,0,0,55,68,37,4,5,10,18,4,11,3,155,31,40,9,15,6,0,0,7,4,114,17,46,11,3,0,7,0,8,0,78,14,0,19,0,0,0,0,4,0,40,0,0,0,0,0,0,0,0,0,0,13,3,4,0,0,0,0,3,0,24,4,5,10,6,0,0,0,8,3,44,285,294,172,58,24,43,30,65,26,989,9,12,0,3,3,0,0,3,0,24,0,3,0,0,4,0,0,0,0,13,0,0,3,0,0,7,0,0,0,11,8,11,4,0,0,0,0,0,0,23,4,6,0,0,0,0,0,0,0,16
POA2480,25,102,35,9,3,8,3,19,0,207,34,62,54,22,20,19,7,16,0,231,196,121,662,40,56,58,175,174,16,1496,162,32,449,22,19,17,47,98,10,852,107,60,92,19,18,17,49,123,12,499,33,374,16,76,7,5,7,14,0,541,66,271,14,30,4,13,11,17,5,418,230,177,47,52,108,90,38,57,14,825,89,204,24,214,29,24,19,48,4,654,29,118,55,48,22,32,11,38,7,347,39,6,144,18,13,21,30,51,0,319,0,0,0,0,0,0,0,0,0,11,20,12,16,10,9,0,11,13,3,95,35,20,39,19,8,16,22,39,28,218,1062,1556,1645,573,322,318,424,697,111,6712,22,63,28,16,22,5,0,8,0,172,11,9,3,0,19,0,0,4,0,50,12,13,16,8,16,13,5,26,0,106,3,20,11,0,11,8,0,5,0,55,28,39,19,23,27,14,3,44,5,205
POA2481,31,25,11,7,3,0,0,8,4,98,18,25,10,0,0,0,0,10,0,58,62,55,100,12,12,11,22,37,13,325,75,47,161,5,6,7,10,22,5,337,21,21,28,4,0,0,5,18,3,103,21,119,7,23,0,6,0,4,3,184,13,42,3,11,0,4,0,5,0,80,150,77,40,46,29,33,10,32,12,425,49,106,17,49,5,9,4,22,9,277,41,84,37,19,8,11,4,19,4,224,30,3,113,10,3,3,4,10,0,181,0,0,0,0,0,0,0,0,0,0,7,6,10,5,0,0,3,7,6,33,20,12,22,8,0,4,3,13,20,99,531,624,554,203,63,98,75,199,82,2425,20,20,5,13,13,0,0,4,0,71,3,0,0,0,0,0,0,0,0,9,6,9,0,4,0,6,0,0,0,27,7,23,17,4,0,3,6,4,0,71,6,7,3,8,3,3,0,0,0,38
POA2482,7,17,8,0,0,0,0,0,0,33,8,10,6,0,0,0,0,0,0,21,17,24,64,4,3,10,19,14,0,154,23,7,74,0,0,8,4,12,3,128,5,9,18,3,3,0,0,16,0,63,4,38,0,6,0,0,0,0,0,64,5,29,0,0,0,0,0,3,0,49,37,20,7,12,9,9,0,3,4,101,23,46,9,28,4,0,0,11,4,124,20,46,14,20,4,11,0,0,0,123,7,0,24,0,0,5,3,3,0,44,0,0,0,0,0,0,0,0,0,0,7,6,7,0,0,0,0,3,0,16,5,10,7,0,0,4,3,5,9,32,164,256,250,74,29,41,36,80,17,953,0,13,0,3,7,0,0,4,0,24,3,3,0,0,0,0,0,0,0,10,0,0,6,0,0,6,0,3,0,14,0,13,0,0,0,0,0,0,0,18,4,11,5,4,3,8,0,0,0,31
POA2483,15,20,0,4,0,0,0,8,0,54,3,31,5,0,0,0,0,7,0,40,35,38,168,3,10,11,35,30,5,342,53,23,160,12,3,3,10,40,0,306,19,10,33,9,0,3,7,19,3,109,11,77,8,18,3,0,4,5,0,117,12,71,6,8,6,0,4,4,0,114,67,38,13,22,20,23,8,13,5,210,26,55,15,32,4,11,3,11,0,159,18,60,18,9,3,4,0,11,5,133,22,4,57,9,0,5,5,17,0,112,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,3,0,5,0,27,12,0,20,0,0,4,6,4,12,59,300,430,521,130,61,69,85,167,40,1786,15,23,4,4,8,0,0,0,0,48,0,7,0,0,0,5,0,5,4,19,0,7,0,0,0,0,0,0,0,18,3,12,3,5,0,4,0,0,0,27,8,16,9,3,8,5,0,6,0,49
POA2484,17,21,4,0,0,0,0,8,0,56,9,15,15,6,0,5,6,10,0,65,101,70,332,28,20,22,96,82,11,760,78,27,235,7,11,11,29,53,3,451,39,13,70,5,7,9,21,48,4,209,11,96,12,38,3,0,10,7,0,171,17,86,7,13,4,0,4,8,0,141,75,62,15,15,21,29,13,24,3,264,21,51,10,71,6,7,9,15,4,198,14,36,14,11,3,4,5,11,0,100,20,4,50,8,3,6,12,17,0,123,0,0,0,0,0,0,0,0,0,0,8,3,10,5,5,0,6,5,0,44,21,9,37,6,4,3,12,17,13,117,433,497,803,213,97,92,218,303,50,2702,11,23,4,3,3,0,0,3,0,61,7,5,0,0,10,0,0,3,0,27,4,12,4,7,5,0,7,6,0,48,0,10,3,0,5,5,0,0,0,31,12,10,9,9,6,3,0,17,0,70
POA2485,9,8,5,4,0,0,3,0,0,29,8,16,11,7,3,3,4,3,0,53,63,54,225,16,7,23,49,48,12,492,43,8,218,8,11,7,17,42,3,361,0,6,21,0,4,0,4,13,3,64,8,88,8,25,0,0,4,12,0,143,4,40,4,15,0,7,0,3,3,69,58,65,27,27,15,40,15,22,3,285,18,36,6,47,3,6,11,13,7,142,11,24,9,6,7,4,0,3,4,64,16,0,65,8,0,4,10,27,0,139,0,0,0,0,0,0,0,4,0,3,7,7,9,0,0,0,3,4,3,25,9,3,28,5,0,0,11,22,9,103,257,361,634,174,54,98,141,216,48,1977,4,14,8,7,4,0,5,4,0,40,3,9,0,0,0,0,0,3,0,20,0,4,3,4,0,3,4,4,0,27,4,15,7,4,4,8,0,0,0,33,0,0,3,3,4,6,0,3,0,18
POA2486,11,26,5,6,7,3,0,5,0,64,17,42,17,9,6,10,6,14,0,117,116,98,512,33,35,43,109,124,15,1084,115,25,491,22,11,13,50,82,8,816,17,8,66,4,4,3,14,28,0,143,20,155,16,52,3,3,3,6,3,268,30,132,4,18,7,3,4,3,4,214,168,115,39,25,63,78,41,45,8,582,33,85,23,128,21,8,7,36,3,343,15,43,19,9,5,15,3,10,0,122,30,6,129,29,7,25,19,45,3,299,0,0,0,0,0,0,0,0,0,3,10,5,12,5,0,6,4,7,0,54,16,15,35,15,7,13,21,23,24,156,597,742,1369,352,180,211,289,443,77,4253,7,18,22,8,14,0,0,3,0,80,5,6,0,7,10,10,0,0,0,31,9,8,6,9,16,5,6,8,5,76,3,10,8,3,6,0,0,4,0,31,5,9,6,5,8,4,0,7,0,48
POA2487,24,18,5,8,3,0,0,3,0,67,10,32,14,4,0,3,3,0,0,67,74,92,193,18,16,8,44,37,5,483,120,27,216,7,13,8,17,40,11,464,20,13,29,5,4,0,0,13,0,85,18,134,12,30,10,3,3,3,4,214,20,78,9,5,4,0,3,0,0,122,144,110,18,25,33,33,10,13,6,392,44,62,3,61,15,5,6,14,3,207,12,30,9,6,7,3,0,0,0,79,15,3,34,8,0,9,6,8,0,92,0,0,0,0,0,0,0,0,0,5,0,7,3,5,4,0,0,7,0,30,14,5,14,9,3,4,8,16,14,82,507,622,565,179,109,88,108,157,49,2378,10,12,4,3,7,0,0,0,0,38,0,6,0,3,0,0,0,3,0,14,8,6,0,6,7,0,5,4,0,29,5,23,3,5,0,3,0,0,0,43,0,8,0,4,6,6,0,3,0,25
POA2488,3,3,0,0,0,0,0,0,0,6,0,8,5,0,0,0,0,0,0,14,10,19,62,3,3,4,10,17,0,134,28,4,74,0,5,5,3,9,4,143,0,3,12,3,0,0,0,9,0,27,0,26,0,10,0,0,0,0,0,44,3,42,0,0,0,0,0,0,0,54,23,15,4,3,5,11,4,3,0,64,3,14,0,8,0,0,3,3,0,30,0,10,3,0,0,0,0,0,0,17,0,5,14,0,0,0,3,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,7,0,0,0,0,0,7,21,86,150,194,27,16,25,27,54,5,595,0,3,6,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,14
POA2489,8,10,3,3,0,0,0,0,0,17,4,12,5,0,0,0,0,5,0,22,35,40,115,11,4,12,13,22,3,250,36,17,138,3,3,3,3,24,4,230,6,4,18,0,4,0,3,10,0,50,4,48,3,16,0,0,0,3,0,74,6,51,4,6,0,0,0,4,0,78,40,33,8,8,13,12,3,7,0,125,14,22,8,28,7,7,0,3,4,88,4,19,6,0,0,8,0,3,0,35,13,4,29,6,0,0,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,5,0,18,4,0,7,0,0,0,6,8,3,34,174,263,350,86,31,41,38,86,14,1084,0,8,0,3,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,18,0,3,0,0,3,0,0,0,0,6,0,3,3,3,7,0,0,3,0,19
POA2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,23,0,0,0,10,5,0,45,5,0,15,0,0,0,4,0,0,28,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,11,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,22,15,46,5,6,5,12,11,5,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA2500,54,208,39,28,16,17,14,17,7,400,59,305,71,23,33,40,44,41,17,624,283,583,709,70,78,86,241,144,35,2237,93,44,338,14,15,13,56,78,8,659,19,30,51,6,0,6,11,21,0,146,33,484,20,80,18,11,10,9,6,670,53,298,9,41,12,5,12,14,0,443,382,419,84,88,191,164,84,70,15,1497,77,296,44,193,48,30,35,35,7,773,33,135,32,38,39,25,14,26,4,336,38,12,127,24,7,21,18,22,6,259,0,0,4,0,0,0,0,0,0,8,12,21,20,14,5,6,8,14,4,104,21,16,31,13,5,14,26,16,31,170,1162,2858,1564,630,467,438,569,505,142,8328,23,163,34,38,35,14,4,8,3,325,12,73,3,20,25,19,6,0,0,161,32,90,20,21,30,19,15,27,10,257,7,26,7,0,7,3,0,0,0,61,3,24,15,3,7,3,0,7,0,64
POA2502,0,8,6,6,0,0,0,3,0,26,5,23,13,3,0,10,7,3,0,64,39,50,228,12,26,9,56,40,8,466,28,3,120,0,4,3,18,29,0,209,0,3,9,0,0,0,4,6,0,21,6,44,0,9,3,0,6,3,0,66,0,25,6,8,0,0,5,0,0,43,52,35,15,8,35,17,25,11,0,204,6,21,6,43,9,7,3,11,4,108,0,9,5,3,0,4,5,4,0,30,3,0,19,0,0,4,10,10,0,50,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,10,4,0,29,3,3,16,7,4,0,6,13,7,59,153,228,439,96,92,52,143,148,26,1376,0,10,10,0,0,3,0,0,0,26,4,9,0,0,0,0,0,6,0,20,0,4,0,0,0,0,0,13,0,23,0,0,0,0,5,0,0,0,0,11,0,0,7,0,0,0,0,3,0,15
POA2505,4,10,0,5,0,0,0,3,0,20,4,7,4,0,4,3,0,3,0,18,23,32,111,8,5,10,35,27,5,256,10,3,44,4,0,0,11,20,0,90,0,5,9,0,0,0,4,4,0,24,8,28,0,7,3,3,0,0,0,46,0,15,0,4,0,0,0,0,0,25,31,14,4,8,15,0,8,13,3,96,8,16,4,20,9,0,0,5,0,57,0,3,4,0,3,4,0,0,0,15,6,0,5,0,0,5,6,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,8,5,0,5,0,0,0,0,5,0,21,88,132,191,52,39,31,69,92,10,710,0,12,4,0,0,0,0,0,0,22,0,4,0,0,8,0,0,0,0,14,5,4,0,0,5,0,0,6,0,11,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9
POA2506,4,9,3,0,0,0,7,0,0,17,3,13,9,0,5,0,0,9,0,42,20,33,182,6,12,10,42,27,3,341,8,0,80,3,0,3,17,34,3,150,0,0,6,0,0,0,3,3,0,17,0,14,0,3,4,0,0,0,0,28,3,19,0,3,0,5,0,0,0,28,23,24,9,7,13,9,9,7,0,108,5,13,0,27,8,0,3,7,0,66,0,6,3,0,0,0,0,3,0,18,3,0,21,5,3,0,9,4,0,49,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,3,8,0,19,0,0,8,0,0,5,9,9,5,44,80,130,335,70,51,41,107,105,18,939,4,5,3,0,0,0,0,0,0,17,0,7,0,0,3,0,0,0,0,14,0,9,0,3,0,0,0,4,0,20,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA2508,12,40,5,6,0,0,3,0,0,65,12,42,4,0,5,0,0,5,0,68,84,79,272,22,25,25,56,34,10,600,56,22,203,6,6,6,32,26,6,353,5,8,24,0,8,0,5,9,0,63,4,49,5,19,0,4,0,3,0,88,13,51,0,3,0,0,3,5,0,77,88,73,10,14,35,21,9,4,5,261,25,77,7,48,14,0,0,4,5,170,18,49,11,5,3,6,8,8,0,103,10,0,13,3,0,7,7,5,0,46,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,16,6,6,13,0,0,3,5,3,14,48,334,501,569,140,98,70,117,99,37,1966,14,28,9,6,10,0,0,0,0,62,0,8,0,0,4,0,0,0,0,11,4,9,0,3,5,0,0,0,0,25,0,13,0,0,0,0,0,0,0,16,6,16,6,5,3,0,0,4,0,43
POA2515,27,52,9,6,0,0,0,0,0,103,22,37,4,0,3,0,0,0,0,76,102,125,201,15,21,12,33,16,3,528,62,33,144,8,5,6,18,9,3,293,19,27,33,3,3,0,8,6,0,100,20,136,6,13,0,0,0,3,0,181,19,83,6,10,5,8,0,0,0,136,153,113,8,18,29,29,10,7,9,370,52,133,3,53,12,9,4,3,3,271,18,112,22,4,10,0,4,6,0,175,10,0,14,4,0,5,3,5,0,37,0,0,0,0,0,0,0,0,0,0,8,4,11,4,3,3,0,5,0,36,3,12,5,5,0,4,0,0,3,36,511,876,467,143,102,69,81,68,37,2345,7,42,4,5,6,0,0,0,0,72,3,11,0,0,9,0,0,0,0,24,9,9,5,5,4,0,0,0,0,31,6,36,3,4,9,4,0,0,0,63,4,21,9,3,4,0,0,0,0,43
