POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA2063,0,0,3,27,16,45,0,0,0,0,0,0,5,5,7,396,285,681,30,38,67,6,0,6,14,0,16,3,0,8,8,9,15,31,33,66,522,380,903,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,4,5,6,3,3,8,16,11,24,0,0,5,0,0,0,0,0,0,3,0,5,880,831,1711,126,173,298,6,6,15,1549,1404,2954
POA2064,114,158,270,6,23,31,0,0,0,0,0,0,5,8,13,558,341,901,27,73,99,5,0,5,17,3,23,18,0,16,8,4,16,86,100,185,841,716,1557,19,35,57,0,0,0,3,0,7,3,4,7,0,5,6,6,3,12,37,47,81,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,7,9,6,45,50,95,3,7,13,3,0,3,0,0,0,3,7,11,1410,1305,2715,188,304,495,3,9,11,2496,2390,4888
POA2065,284,278,560,157,158,311,7,0,7,0,0,0,7,10,20,1752,1270,3024,81,182,255,15,0,14,64,12,75,66,18,87,31,26,57,536,647,1185,3002,2607,5606,79,79,161,4,3,3,0,4,9,17,5,23,4,4,8,8,8,22,111,108,222,0,0,0,0,0,0,3,6,10,5,8,15,11,13,17,21,22,39,14,11,25,145,138,286,14,14,28,0,0,0,0,0,0,20,14,31,5837,5821,11656,629,1089,1709,20,17,32,9645,9684,19324
POA2066,45,31,80,233,277,502,4,0,8,0,0,0,12,9,19,2526,1865,4389,103,250,346,35,0,31,79,10,89,65,15,78,43,31,70,193,218,415,3328,2702,6036,48,60,111,0,0,0,0,0,0,10,3,15,4,0,3,4,0,4,65,67,132,0,0,0,7,0,7,15,9,21,14,16,22,12,8,20,43,29,66,21,24,42,129,120,244,4,3,12,4,4,8,0,0,0,10,12,21,5024,5104,10133,766,1169,1930,24,25,50,9282,9131,18412
POA2067,319,330,649,106,179,280,0,0,0,0,0,0,8,10,18,1531,931,2457,65,201,260,19,0,19,54,4,57,32,11,45,29,30,58,379,481,861,2538,2169,4703,61,79,141,0,0,0,0,3,5,8,9,15,3,9,14,7,7,16,90,112,202,0,0,0,0,0,0,3,3,5,0,7,7,0,3,3,3,14,16,24,7,34,114,137,248,14,16,30,0,0,0,0,0,0,14,13,29,3382,3084,6472,559,844,1406,30,24,55,6636,6270,12907
POA2068,18,12,28,118,98,214,0,0,0,0,0,0,7,0,7,1157,780,1937,47,114,164,20,0,18,26,9,32,27,7,35,18,13,34,97,96,188,1540,1130,2673,21,17,34,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,24,21,47,0,0,0,0,0,0,6,7,13,5,6,15,5,6,9,18,20,32,6,5,13,49,37,92,8,3,10,0,0,0,0,0,0,8,7,14,2368,2437,4796,361,581,944,15,15,21,4335,4203,8535
POA2069,79,78,148,37,43,77,0,0,0,0,0,0,4,4,7,977,712,1692,49,75,130,22,0,22,9,0,9,11,0,15,22,16,33,43,62,109,1247,989,2243,15,15,32,0,0,0,0,0,0,7,4,14,3,0,3,6,0,10,28,25,52,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,10,5,19,42,35,73,0,0,0,0,0,0,0,0,0,3,0,9,2051,1892,3940,306,464,768,9,7,16,3662,3389,7049
POA2070,125,114,246,10,0,11,0,0,0,0,0,0,7,4,5,894,698,1592,40,92,132,10,0,10,7,9,9,13,3,19,16,7,24,55,55,109,1191,977,2169,11,35,43,0,0,0,0,0,3,20,10,20,0,4,6,0,3,3,34,42,76,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,5,7,4,10,40,50,86,10,0,10,0,0,0,0,0,0,10,0,10,1965,1834,3799,294,502,797,5,10,16,3500,3371,6872
POA2071,103,81,185,4,9,12,0,0,0,0,0,0,0,0,0,870,714,1585,54,78,132,7,0,7,6,4,13,4,4,7,14,11,23,18,31,47,1093,925,2016,15,19,35,0,0,0,0,0,0,12,13,26,0,4,7,3,3,4,34,39,75,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,5,8,7,15,47,49,94,11,7,18,0,0,0,0,0,0,11,7,18,1714,1612,3327,304,437,737,7,3,13,3168,3034,6198
POA2072,89,118,205,9,13,25,0,0,0,0,0,0,6,3,3,584,437,1027,15,57,71,12,0,12,12,0,12,4,0,4,6,12,20,41,41,83,791,678,1470,11,13,20,0,0,0,0,0,0,4,3,9,0,4,9,7,0,7,25,23,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,4,0,4,26,27,51,0,0,3,0,0,0,0,0,0,0,0,3,1224,1151,2373,163,275,442,12,6,18,2216,2138,4353
POA2073,85,79,167,10,14,18,0,0,0,0,0,0,0,3,3,1213,969,2185,47,114,167,18,0,18,14,0,14,7,4,12,10,14,24,45,47,89,1454,1244,2696,5,15,18,0,0,0,0,0,0,10,8,20,4,6,6,0,4,3,27,29,53,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,0,4,15,13,22,39,40,82,4,0,5,0,0,0,0,0,0,4,0,5,2442,2298,4743,357,579,935,15,13,28,4317,4181,8496
POA2074,116,105,221,14,18,27,0,0,0,0,0,0,0,0,0,1488,1231,2720,64,134,197,19,3,22,14,0,18,18,5,22,25,20,41,55,65,122,1823,1573,3395,22,29,45,0,0,0,0,0,3,18,8,26,4,8,10,0,0,3,49,48,93,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,8,7,10,10,9,17,59,55,115,9,7,15,0,5,5,0,0,0,9,10,17,3189,2873,6058,483,781,1264,13,3,15,5579,5298,10874
POA2075,46,48,96,26,29,54,0,0,0,0,0,0,0,4,9,1538,1237,2773,71,123,193,21,0,21,14,0,19,15,4,18,26,12,36,42,65,106,1798,1523,3323,17,21,36,0,0,0,0,0,0,15,13,25,3,4,9,0,0,0,34,36,70,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,6,6,10,6,17,48,49,99,11,7,17,5,0,3,0,0,0,11,7,19,2811,2522,5336,378,673,1050,12,13,23,5065,4791,9854
POA2076,148,125,270,6,11,18,0,0,0,0,0,0,0,4,4,1722,1382,3104,86,183,273,32,0,32,21,0,21,19,4,21,17,21,37,87,135,221,2141,1867,4008,22,21,42,0,0,0,0,3,6,22,15,33,9,7,17,3,0,6,60,49,106,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,9,22,12,34,84,64,148,9,12,18,0,0,0,0,0,0,9,11,20,3213,2946,6156,525,865,1396,18,19,33,5990,5768,11759
POA2077,612,618,1231,36,67,101,0,0,0,0,0,3,10,14,24,3514,2590,6099,115,378,488,61,0,61,50,8,61,17,5,18,43,32,77,356,508,861,4815,4224,9037,142,192,339,0,0,0,8,8,10,66,36,101,17,28,45,6,5,12,238,263,501,0,0,0,0,0,0,5,3,8,0,0,8,0,0,0,3,8,18,34,34,62,274,308,583,42,44,80,0,0,0,3,0,3,40,44,82,5038,4545,9580,979,1430,2412,41,43,82,11193,10586,21785
POA2079,52,50,98,3,0,3,0,0,0,0,0,0,0,0,0,847,678,1524,38,63,99,32,0,30,8,0,11,8,0,8,7,9,20,28,24,54,1019,822,1842,7,9,18,0,0,0,6,0,6,11,9,21,6,7,12,0,0,0,32,24,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,3,13,36,33,65,8,6,14,0,0,0,0,0,0,8,4,16,879,850,1726,219,340,562,3,10,10,2162,2059,4216
POA2080,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,176,162,337,12,8,18,9,0,9,4,0,4,0,0,0,3,4,5,3,0,7,216,199,415,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,169,169,342,58,66,125,0,0,0,453,436,890
POA2081,36,23,53,4,0,4,0,0,0,0,0,0,0,0,0,535,444,981,29,34,59,12,0,12,0,0,0,3,0,3,4,0,3,7,24,32,627,526,1154,3,3,8,0,0,0,0,0,0,7,5,17,4,3,10,3,0,3,14,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,25,15,44,0,0,0,0,0,0,0,0,0,0,0,0,627,649,1277,171,227,396,6,0,4,1447,1424,2876
POA2082,17,8,24,0,0,0,0,0,0,0,0,0,0,0,0,564,462,1028,24,19,45,11,0,11,7,0,7,5,0,3,9,7,18,30,26,52,665,519,1189,11,7,22,0,0,0,0,0,0,13,3,15,0,4,5,5,0,5,24,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,17,32,22,58,0,0,5,0,0,0,0,0,0,0,0,5,563,569,1132,143,262,403,5,0,5,1414,1381,2793
POA2083,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,153,87,236,4,7,11,3,0,3,3,0,3,0,0,7,12,5,14,22,7,27,194,113,305,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,4,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,12,22,4,29,0,0,0,0,0,0,0,0,0,0,0,0,168,197,369,58,83,139,0,0,0,439,400,843
POA2084,0,0,0,8,8,14,0,0,0,0,0,0,0,0,0,417,266,684,18,16,33,22,0,22,5,0,3,4,0,4,0,0,0,25,16,44,497,315,809,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,10,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,357,372,728,89,147,241,4,4,8,961,843,1802
POA2085,0,3,7,38,33,76,0,0,0,0,0,0,0,3,3,999,849,1849,55,55,111,31,0,35,18,4,20,10,0,9,10,6,21,18,12,27,1186,970,2153,3,4,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,4,16,0,0,0,0,0,0,4,5,5,0,4,5,0,0,0,5,6,13,4,5,9,21,17,37,0,4,3,0,4,3,0,0,0,5,4,9,1257,1243,2501,292,445,739,11,9,16,2768,2686,5450
POA2086,6,3,7,64,53,118,0,0,0,0,0,0,4,0,3,1364,1049,2412,78,83,164,42,0,42,28,0,33,17,3,18,22,12,30,52,49,105,1675,1261,2935,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,13,7,18,3,0,10,0,0,3,20,8,33,12,5,21,39,21,61,0,3,3,0,0,0,0,0,0,0,3,3,1601,1640,3243,352,566,917,10,8,16,3682,3500,7178
POA2087,8,0,9,63,59,114,0,0,0,0,0,0,3,0,3,1018,826,1847,57,76,131,30,0,24,33,0,33,13,0,17,5,3,6,36,68,101,1257,1036,2293,11,8,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,4,22,0,0,0,0,0,0,0,4,3,0,8,8,0,0,0,3,10,18,15,9,23,33,27,62,4,0,4,5,0,4,0,0,0,7,0,10,1528,1546,3077,289,472,758,11,5,15,3134,3082,6214
POA2088,3,9,10,196,220,419,37,8,41,0,0,0,5,8,15,1646,1162,2809,71,142,215,14,0,14,54,11,66,38,13,50,41,36,76,166,262,434,2283,1863,4147,30,22,52,6,6,6,0,0,0,3,0,3,0,0,0,0,0,0,34,25,62,7,0,15,5,3,7,10,12,19,3,5,10,5,10,11,28,29,57,23,22,46,90,74,165,10,11,17,0,3,8,4,0,3,15,12,28,4084,4241,8321,579,871,1448,24,20,47,7069,7081,14153
POA2089,14,16,29,117,120,243,17,12,27,0,0,0,5,14,16,729,526,1256,27,62,87,11,0,11,27,11,38,30,3,32,8,16,30,135,159,290,1129,940,2064,19,24,42,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,20,32,56,5,0,4,3,0,9,3,0,3,0,6,6,0,0,5,7,16,22,7,0,15,41,49,88,7,8,16,3,4,4,0,0,0,12,11,18,1940,2172,4109,211,400,612,7,6,14,3338,3571,6908
POA2090,3,5,13,136,147,289,15,6,19,0,0,0,5,8,9,818,634,1449,29,80,111,16,0,16,28,3,31,27,12,43,19,23,42,122,156,281,1219,1078,2296,12,27,45,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,29,52,3,0,3,0,0,3,6,3,4,5,6,6,0,0,4,15,7,24,11,10,17,43,45,92,6,10,17,4,0,6,0,0,0,16,10,22,2098,2430,4530,261,463,725,6,7,12,3642,4042,7678
POA2092,3,0,3,39,32,64,0,0,0,0,0,0,5,4,8,502,378,877,45,35,77,17,0,17,11,0,11,9,3,15,9,4,12,14,19,31,654,466,1117,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,4,10,14,9,11,24,0,0,0,4,0,4,0,0,0,0,0,4,996,927,1925,161,247,408,6,5,14,1832,1657,3484
POA2093,0,6,6,170,152,321,9,0,9,0,0,0,0,8,13,1760,1355,3116,75,165,236,36,0,36,78,15,95,69,33,103,17,17,41,118,132,258,2339,1885,4221,10,9,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,13,28,7,0,7,0,3,3,3,5,8,6,7,11,6,0,10,22,14,37,27,11,34,64,33,100,6,0,13,5,4,11,0,0,0,14,8,19,3195,3179,6375,521,908,1422,21,15,34,6159,6022,12173
POA2094,3,0,3,29,37,67,20,6,30,0,0,0,3,0,4,417,332,747,14,25,35,8,0,8,29,4,35,17,6,22,10,3,8,46,55,106,599,472,1064,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,3,3,4,3,0,0,0,0,0,0,0,0,4,0,0,0,9,4,13,10,3,17,20,9,30,0,0,0,4,7,5,0,0,0,4,3,8,924,1033,1960,135,242,372,6,3,10,1686,1761,3444
POA2095,0,9,4,81,127,207,111,47,158,0,0,0,6,3,9,1042,714,1754,31,69,105,20,0,25,65,14,76,79,34,110,19,18,38,210,216,426,1671,1235,2906,6,6,9,12,9,23,0,0,0,0,0,0,0,0,0,0,0,0,20,17,39,10,14,24,0,0,0,3,0,0,0,3,3,0,0,0,14,13,30,26,14,38,56,47,102,14,11,20,3,3,9,0,3,5,18,15,31,2818,2749,5565,329,496,824,13,7,21,4906,4547,9451
POA2096,0,0,0,75,77,149,14,11,25,0,0,0,0,5,3,1514,1036,2552,54,76,127,42,0,42,67,11,75,60,22,76,21,13,30,74,99,171,1928,1337,3262,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,3,7,10,0,0,0,9,0,8,5,0,9,6,0,6,20,7,28,18,3,21,41,23,61,5,0,8,4,3,5,0,0,0,7,0,10,2022,2333,4362,355,614,964,22,9,30,4375,4314,8688
POA2097,0,0,0,99,95,190,0,0,0,0,0,0,0,3,5,1933,1372,3304,89,109,200,70,0,70,46,5,56,22,0,19,16,15,35,52,76,124,2332,1676,4000,0,5,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,3,5,9,6,7,13,3,3,5,13,10,31,24,10,31,49,26,73,0,0,0,4,0,6,0,0,0,6,0,11,1500,1785,3293,401,670,1068,16,10,28,4306,4170,8471
POA2099,13,5,17,584,691,1278,10,0,10,0,0,0,23,9,32,5031,3500,8531,250,421,665,125,3,130,207,31,235,115,18,133,65,41,104,314,384,693,6727,5099,11824,35,35,68,0,0,0,0,0,0,4,0,7,0,0,0,4,0,4,38,35,75,5,3,6,0,0,4,15,25,38,15,37,50,9,8,24,45,77,122,71,34,106,159,153,306,13,7,24,9,7,20,0,0,0,21,20,41,3757,4284,8042,1102,1820,2920,45,43,89,11809,11417,23226
POA2100,0,0,0,128,125,252,0,0,0,0,0,0,5,9,20,2284,1661,3942,134,200,333,71,3,75,86,11,98,51,24,74,25,31,51,174,150,321,2961,2204,5166,14,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,4,0,4,0,0,3,11,7,14,6,15,21,8,3,13,24,30,52,30,14,46,68,59,128,10,3,11,0,0,6,0,0,0,11,3,15,2216,2412,4630,544,931,1479,21,20,40,5823,5632,11455
POA2101,3,0,3,99,87,185,0,0,0,0,0,0,0,10,7,2325,1590,3910,92,120,210,77,0,82,51,10,56,28,12,45,22,21,41,78,89,166,2777,1935,4708,8,4,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,4,11,0,0,0,0,0,4,3,8,12,3,3,6,0,3,4,13,14,28,22,5,29,47,17,66,0,3,3,0,0,0,0,0,0,0,5,5,1723,2159,3882,532,772,1299,23,16,37,5094,4899,9996
POA2102,0,0,0,25,29,57,0,0,0,0,0,0,0,0,0,910,680,1589,48,67,115,20,0,20,16,3,22,14,0,23,9,8,18,39,42,84,1098,830,1928,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,6,7,0,7,7,0,0,0,5,9,16,12,9,19,19,19,42,0,0,0,0,3,3,0,4,4,0,3,5,737,877,1610,208,338,547,5,11,10,2066,2071,4136
POA2103,0,0,0,32,51,89,0,0,0,0,0,0,0,3,3,1227,841,2065,61,67,129,36,0,36,21,7,26,28,0,37,8,3,18,98,113,208,1515,1086,2602,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,7,0,0,5,0,0,4,5,3,13,12,14,19,25,22,43,0,0,0,6,0,6,0,0,0,6,0,3,937,1080,2018,241,420,659,4,6,13,2721,2613,5337
POA2104,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,324,229,546,12,11,22,3,0,3,7,0,4,0,0,0,3,4,7,3,5,11,366,249,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,343,311,653,59,105,166,0,3,4,780,673,1449
POA2105,0,0,0,11,5,13,3,0,5,0,0,0,0,0,0,149,93,243,10,13,20,0,0,0,3,0,3,0,0,4,38,5,42,19,6,24,236,124,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,16,27,13,23,32,0,0,4,0,3,6,3,0,3,4,3,5,214,223,440,50,65,112,4,0,10,512,441,956
POA2106,0,0,0,39,26,67,0,4,5,0,0,0,3,6,0,1175,810,1982,41,49,92,36,0,36,17,0,18,13,0,13,19,11,24,57,57,117,1396,960,2357,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,8,0,4,4,0,0,0,8,8,14,9,0,11,18,12,32,0,0,0,0,0,0,0,0,0,0,0,0,988,1141,2136,239,391,632,10,4,13,2652,2511,5166
POA2107,0,0,0,35,21,53,0,0,0,0,0,0,5,4,6,1550,1128,2677,68,71,141,49,0,48,26,5,34,22,5,26,22,12,31,78,86,166,1861,1328,3188,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,3,3,10,10,8,19,20,14,36,4,0,4,0,3,3,3,0,6,3,3,6,1555,1628,3177,353,562,917,15,11,29,3807,3548,7359
POA2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,107,271,7,11,22,8,0,8,0,0,0,0,0,0,7,0,3,16,7,20,204,126,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,184,167,350,39,43,79,7,3,9,431,345,775
POA2110,0,3,7,39,22,64,16,10,22,0,0,0,5,0,7,826,504,1334,24,59,77,17,0,17,11,0,11,9,3,7,19,4,20,50,44,91,1009,654,1661,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,6,8,10,4,3,11,13,17,30,0,3,3,0,0,0,0,0,0,0,3,5,1078,1056,2133,229,305,535,6,6,14,2340,2035,4375
POA2111,0,4,3,110,105,214,8,4,8,0,0,0,0,4,8,1474,1064,2532,60,90,152,33,0,33,30,4,37,23,8,31,17,11,30,74,68,144,1825,1362,3186,18,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,42,0,0,0,3,0,3,3,6,10,0,0,3,4,5,9,17,9,23,18,5,23,44,38,89,3,0,6,0,0,0,4,0,4,7,3,6,1832,2130,3961,384,567,957,19,14,32,4112,4118,8232
POA2112,123,108,233,214,259,479,8,8,16,0,5,3,4,11,17,3675,2532,6212,128,317,439,72,4,79,63,12,75,26,5,28,37,32,69,152,197,354,4502,3491,7996,67,75,138,7,0,4,0,0,3,15,3,23,6,9,14,5,7,10,101,101,200,3,0,0,8,3,5,11,9,18,5,19,27,5,15,16,30,45,71,43,27,70,169,171,346,20,27,56,6,8,13,0,0,0,22,40,63,4094,4313,8400,969,1399,2375,50,21,68,9811,9431,19244
POA2113,189,200,389,138,164,300,0,0,0,0,0,0,3,8,16,2055,1367,3420,91,184,269,29,0,29,40,0,41,36,5,41,27,27,57,264,244,507,2870,2204,5076,93,120,212,0,0,0,0,4,4,11,10,22,4,14,16,4,8,13,113,145,261,0,0,0,0,3,0,4,0,4,3,16,17,0,11,10,11,23,35,25,27,56,153,201,352,28,27,54,0,0,6,0,0,3,33,31,64,3737,3646,7383,697,1050,1749,24,24,49,7513,7158,14674
POA2114,296,366,664,60,77,133,0,3,3,0,0,0,3,11,16,2295,1480,3774,76,204,285,44,0,45,35,5,39,27,6,34,29,22,50,102,132,228,2973,2312,5289,61,91,146,4,0,7,0,0,4,20,12,37,0,14,18,7,10,13,90,136,224,0,0,0,0,0,0,0,3,3,4,5,9,3,0,3,9,9,15,20,18,42,124,163,285,20,23,49,0,0,6,0,0,0,26,29,53,2984,3017,6005,636,866,1507,26,24,50,6768,6413,13181
POA2115,18,28,40,32,43,73,0,0,0,0,0,0,0,5,5,1193,863,2057,49,98,152,18,0,18,20,0,22,16,3,22,32,4,35,26,20,41,1411,1054,2459,21,25,40,0,0,0,0,0,0,5,5,18,3,0,8,0,0,3,39,31,72,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,16,6,27,58,41,100,10,4,19,0,3,4,0,0,0,11,10,20,1047,1155,2201,459,411,875,14,8,27,3005,2683,5689
POA2116,8,5,16,20,27,46,0,0,0,0,0,0,0,0,0,704,503,1207,22,63,88,12,0,8,14,4,13,8,0,9,4,3,13,21,17,36,818,621,1438,10,10,26,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,22,15,32,0,0,0,0,0,0,4,0,7,3,3,3,0,0,0,5,5,9,13,6,11,34,26,59,5,4,13,0,0,0,0,0,0,9,4,12,574,674,1251,290,246,539,6,5,12,1727,1579,3314
POA2117,33,38,76,30,50,83,0,0,0,0,0,0,7,7,12,2037,1480,3523,79,179,259,38,0,38,26,3,23,17,7,25,32,21,54,30,41,67,2329,1827,4159,46,31,79,0,0,0,0,0,0,9,12,24,4,0,6,0,0,0,56,46,106,0,0,0,0,0,0,6,7,17,5,3,11,0,0,5,12,13,24,22,15,34,94,71,170,15,16,37,0,0,0,0,0,0,15,16,37,1808,2018,3821,721,745,1466,20,19,43,4985,4705,9687
POA2118,47,48,95,73,91,167,0,0,0,0,0,0,3,7,6,2352,1694,4043,74,210,287,38,0,38,22,3,27,6,4,5,25,26,54,59,70,125,2696,2152,4848,76,64,133,0,0,0,0,0,0,19,10,28,4,4,10,0,0,0,98,80,173,0,0,0,0,0,0,16,11,21,4,3,12,0,0,0,19,16,34,19,22,37,132,117,246,18,22,42,0,0,0,0,0,0,21,23,47,2778,2595,5367,778,869,1650,37,27,69,6441,5783,12221
POA2119,84,58,138,7,6,18,0,0,0,0,0,0,0,0,0,856,727,1579,32,74,103,21,0,21,14,0,14,5,0,6,9,13,23,40,56,90,1067,929,1995,9,17,26,0,0,0,0,0,0,3,8,18,3,0,8,6,0,3,27,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,5,15,38,38,75,5,4,7,0,0,0,0,0,0,5,4,7,1576,1558,3133,254,423,675,12,3,16,2949,2955,5907
