POA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA2030,3,0,6,3,0,0,7,0,0,10,0,0,0,7,11,4,52,13,9,0,83,3,0,7,0,0,0,15,18,0,76,38,85,4,233,22,6,43,10,8,4,91,14,0,70,27,27,4,142,9,0,36,22,8,3,81,9,0,14,7,15,0,46,21,0,44,3,6,0,82,125,20,285,20,9,13,471,29,0,115,25,21,4,191,131,25,383,33,11,12,600,15,4,36,13,10,4,79,26,4,56,11,26,0,126,48,10,47,10,3,6,115,126,11,131,9,7,9,294,6,0,22,3,7,4,41,4,0,16,5,21,0,45,31,3,84,13,8,11,155,651,85,1536,265,282,81,2905,0,0,5,0,0,0,10,0,0,3,0,0,0,3,5,0,25,11,5,4,39,0,0,3,0,0,0,6,9,0,36,20,10,0,74,13,5,34,12,4,0,66,28,5,83,39,16,12,179,5,4,36,10
POA2031,0,0,12,0,0,0,20,3,0,10,0,5,0,24,32,3,84,24,52,6,196,21,0,30,5,11,0,66,45,7,248,82,532,28,946,41,5,79,18,19,0,161,41,7,144,45,56,6,299,16,3,78,52,76,5,232,42,11,121,35,73,13,288,41,4,185,32,34,6,310,227,36,478,65,20,18,848,28,9,86,26,45,7,201,369,70,808,94,56,16,1413,22,3,122,31,28,13,218,106,20,148,63,59,9,400,322,29,180,26,25,5,582,203,14,313,41,38,24,636,29,5,97,22,30,4,185,23,4,50,9,62,9,157,57,8,152,40,62,27,342,1670,240,3412,706,1286,201,7525,0,0,3,0,0,0,10,0,0,3,0,0,0,3,16,3,79,23,16,4,133,8,0,12,3,0,0,31,33,6,92,24,19,7,184,27,3,83,15,16,0,146,48,14,221,72,64,10,418,23,5,124,43
POA2032,0,0,7,0,0,0,3,0,0,0,0,0,0,8,16,0,30,15,23,5,89,8,0,11,0,3,0,19,17,0,77,33,159,10,302,12,0,17,8,14,0,54,24,0,67,28,30,0,157,20,0,57,48,39,7,172,20,0,58,27,31,11,151,34,0,58,19,7,0,121,78,7,105,13,8,3,217,14,4,21,20,23,3,82,140,16,233,20,18,4,436,14,4,43,10,23,4,94,21,8,43,13,27,9,119,175,11,92,18,17,0,315,64,6,121,11,16,11,221,8,0,27,5,17,4,60,14,0,25,11,33,0,85,28,0,39,9,24,13,112,717,57,1110,320,506,88,2798,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,18,0,5,6,39,4,0,0,3,0,0,11,4,0,15,18,7,3,52,8,3,23,3,8,4,49,28,0,71,29,19,5,157,17,0,72,30
POA2033,0,0,4,0,0,0,3,0,0,0,0,6,0,10,13,5,25,15,11,6,71,4,0,8,0,0,0,18,21,0,56,30,123,5,230,12,0,11,9,5,0,35,18,0,44,22,40,5,125,11,0,41,34,29,7,118,12,9,46,17,23,5,113,9,0,57,6,14,0,87,65,7,135,14,15,0,237,15,0,28,9,6,0,60,118,17,208,23,18,9,392,8,0,32,16,10,0,63,28,6,58,21,12,5,132,136,6,73,5,11,3,235,66,3,94,21,10,4,198,9,0,28,15,17,0,62,7,0,33,8,32,0,75,17,0,33,4,14,19,91,577,59,1013,249,395,68,2368,0,0,3,0,0,0,3,0,0,0,0,0,0,3,5,0,27,4,3,0,45,0,0,0,0,0,0,0,8,0,24,5,4,0,53,11,0,21,3,4,0,40,19,4,68,30,22,12,149,19,0,68,29
POA2034,0,0,4,0,0,0,10,3,0,5,4,0,0,12,25,7,49,13,39,0,127,15,0,9,3,8,0,37,40,3,187,58,371,13,670,19,0,70,8,6,0,107,25,4,65,11,38,0,146,14,0,48,37,54,0,165,25,0,66,39,37,6,179,34,7,102,27,16,6,181,123,30,266,36,11,10,481,10,9,60,23,40,4,138,246,37,485,51,36,11,870,20,6,61,11,18,3,119,78,20,94,41,53,13,293,148,17,107,14,9,5,300,118,7,157,26,23,9,341,10,0,62,18,14,9,111,12,0,29,9,41,4,94,26,3,98,18,36,27,208,992,153,2015,450,844,116,4577,0,0,8,0,0,0,7,0,0,4,5,0,0,3,25,6,58,16,3,0,105,7,0,7,4,0,0,23,18,0,56,17,15,5,116,27,7,72,14,3,0,120,25,11,150,31,29,6,250,22,0,74,43
POA2035,0,0,8,0,4,0,14,4,0,6,0,0,0,16,40,3,76,32,103,10,263,7,0,26,5,14,0,59,57,4,239,107,591,35,1029,40,4,76,28,34,7,190,34,6,145,42,64,11,295,15,3,92,67,68,14,258,45,9,124,69,105,19,375,58,11,101,24,30,8,232,167,32,308,57,23,11,593,20,0,65,32,29,8,148,265,34,547,74,47,25,988,6,0,77,34,48,0,170,72,25,156,82,117,14,464,229,31,166,24,25,5,478,143,14,224,44,61,14,492,28,3,57,16,23,0,124,21,5,52,13,98,6,195,66,8,130,42,73,27,339,1314,182,2678,792,1555,213,6734,0,0,4,0,4,0,11,3,0,0,0,0,0,7,30,5,64,23,22,5,148,6,0,8,0,0,0,15,26,4,79,40,37,4,192,37,7,67,23,9,8,149,44,10,191,90,82,20,435,28,5,93,60
POA2036,0,0,0,3,4,0,17,6,0,3,0,4,0,13,38,0,79,47,106,5,282,12,0,21,5,20,0,58,34,10,174,107,749,34,1103,28,0,57,27,40,6,155,30,5,109,49,93,13,300,15,3,55,50,63,8,199,46,11,114,114,207,16,505,24,5,46,17,27,0,120,92,17,207,44,23,10,388,17,0,34,28,38,3,123,172,20,344,60,43,19,661,27,0,57,24,41,8,154,61,14,95,80,184,13,458,184,7,107,29,27,4,366,71,12,148,49,48,16,341,13,4,30,18,33,0,100,17,0,39,26,162,7,256,34,0,86,42,72,40,276,927,136,1798,810,1993,197,5860,0,0,7,0,0,0,7,0,0,3,0,0,0,3,24,8,44,23,14,0,117,5,0,12,0,0,0,19,16,3,72,42,39,6,178,24,0,52,22,24,3,132,48,7,148,85,85,13,389,11,3,53,44
POA2037,0,0,0,0,0,0,4,3,0,0,0,0,0,5,16,0,39,12,25,0,99,9,0,12,0,3,0,24,19,3,60,24,90,0,207,18,4,46,8,7,0,88,25,5,73,26,33,9,166,16,0,62,40,33,3,154,23,3,54,17,21,5,122,30,7,103,29,17,7,190,104,26,222,29,13,8,402,20,0,28,12,9,0,64,258,34,497,40,32,9,874,15,10,29,11,17,0,79,60,16,83,32,18,0,206,205,24,122,23,11,0,385,106,16,119,23,14,9,290,18,0,65,20,7,4,122,17,6,26,9,26,0,90,33,9,72,14,25,13,168,1001,168,1727,372,414,61,3742,0,0,9,0,0,4,9,0,0,4,0,0,0,3,18,3,35,9,10,0,65,9,0,6,0,0,0,10,11,0,33,12,4,5,57,16,0,40,11,9,0,73,27,3,104,31,33,10,210,12,0,75,33
POA2038,0,0,0,0,0,0,3,3,0,3,3,0,0,6,13,5,31,13,23,0,82,0,0,8,0,0,0,11,11,7,65,28,86,5,194,15,0,27,5,11,0,52,14,0,49,19,23,0,104,8,7,24,13,17,0,67,10,0,29,20,20,0,70,20,4,56,21,9,0,114,56,9,129,23,9,4,233,11,4,22,6,16,0,54,104,16,243,39,13,6,432,6,8,23,0,12,0,53,31,9,65,11,11,0,122,88,10,54,9,5,0,176,73,10,95,19,8,3,208,8,0,33,8,9,0,66,14,0,17,4,19,0,55,10,0,43,4,14,5,77,502,75,1024,250,313,31,2189,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,33,4,9,0,47,4,0,3,0,0,0,8,6,6,26,7,5,0,46,6,0,29,3,9,0,46,15,9,75,34,14,3,146,3,0,36,8
POA2039,3,0,5,0,0,0,4,3,0,4,0,0,0,6,5,0,18,10,17,6,61,3,0,9,3,3,0,12,13,3,76,34,91,4,218,11,0,23,4,6,4,51,10,3,33,16,15,6,82,5,0,15,14,16,0,52,17,0,21,14,17,4,75,15,3,53,13,5,0,88,63,20,133,30,4,5,257,11,3,26,12,5,3,58,122,19,239,38,17,11,447,6,3,33,8,13,0,60,34,6,57,22,16,0,134,40,8,45,6,13,0,110,56,9,39,9,3,4,116,3,3,21,7,8,0,46,7,3,10,4,17,0,41,17,0,40,11,10,3,79,451,98,892,247,267,57,2003,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,26,13,4,4,57,5,0,9,0,0,0,8,4,3,18,11,9,0,41,6,4,26,7,7,0,49,5,7,48,20,23,3,114,4,0,24,12
POA2040,0,0,6,3,4,0,15,0,0,9,0,0,0,11,26,6,86,18,48,5,184,24,5,19,3,15,0,70,36,7,121,67,263,6,493,20,0,70,24,22,0,132,31,3,90,40,46,10,215,11,3,59,46,56,11,180,16,8,51,22,47,3,138,40,14,151,48,25,5,279,120,37,288,41,32,5,520,20,6,36,19,25,0,99,246,48,523,105,56,11,992,14,8,49,20,29,0,124,57,29,124,43,51,4,315,148,34,138,21,19,0,365,90,18,150,25,29,6,325,17,0,58,25,23,3,129,19,3,29,18,51,4,120,26,8,72,17,26,12,166,962,243,2115,620,858,82,4885,0,0,7,0,0,0,7,4,4,0,0,0,0,10,20,10,58,16,8,0,122,8,0,13,4,0,0,24,20,0,40,27,17,3,109,35,7,65,20,13,3,141,27,8,125,54,54,6,267,10,0,53,30
POA2041,0,0,8,0,3,0,16,0,0,6,0,0,0,12,15,0,49,19,27,3,118,10,4,16,0,0,0,32,34,8,104,37,131,5,324,18,3,51,15,14,0,98,23,0,74,15,19,6,134,9,0,45,18,27,7,103,27,5,27,14,34,0,108,37,9,91,18,16,4,175,136,37,307,33,11,9,532,21,6,50,20,17,0,114,241,48,439,57,28,7,821,12,6,37,10,12,0,74,41,7,67,17,15,4,147,85,13,71,6,9,0,188,81,10,119,16,6,3,242,11,0,43,7,13,0,75,18,6,26,11,23,0,79,27,3,56,9,15,13,119,855,163,1676,316,427,78,3507,3,0,5,0,4,0,12,4,0,0,0,0,0,7,18,9,42,8,5,3,87,8,0,8,0,0,0,18,19,5,33,17,8,0,77,23,0,46,8,7,0,100,23,15,91,36,26,0,193,5,0,32,21
POA2042,0,0,0,0,0,0,10,0,0,3,0,3,0,5,15,3,61,18,45,0,133,10,0,20,0,6,0,34,29,3,95,36,152,7,324,14,0,46,11,14,5,94,25,3,110,45,49,6,240,25,4,105,48,62,11,253,24,5,51,20,39,10,152,54,13,174,42,14,6,302,100,23,222,43,27,12,427,15,3,38,18,6,0,77,258,42,622,72,38,12,1055,17,3,60,14,16,7,114,91,21,176,39,31,0,364,242,27,158,24,17,5,462,138,21,207,34,22,9,434,24,6,91,22,12,0,158,21,7,70,17,36,6,156,27,3,81,16,34,16,188,1109,197,2411,528,627,101,4976,0,0,3,0,0,0,5,0,0,0,0,0,0,0,11,6,50,28,13,3,108,0,0,7,0,0,0,9,11,5,43,12,10,0,71,11,0,50,13,11,0,86,16,0,137,49,52,8,267,19,6,112,41
POA2043,0,0,5,0,3,0,4,0,0,3,0,0,0,3,21,0,44,18,17,0,93,8,0,18,0,0,0,29,33,3,64,18,66,8,187,21,0,41,8,7,0,77,31,3,52,23,16,3,128,9,3,33,21,30,0,87,14,0,35,22,11,3,91,19,4,91,19,11,3,142,95,18,202,36,27,5,386,5,0,22,4,13,0,48,173,36,463,52,28,11,760,15,0,42,20,16,3,93,55,14,88,24,29,4,205,132,13,71,17,5,3,243,66,12,103,26,9,3,215,14,3,54,20,8,0,98,3,4,15,4,23,0,54,18,7,53,18,23,12,125,723,125,1490,333,339,57,3083,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,35,4,7,0,61,7,0,10,0,0,0,15,11,0,29,4,4,0,56,14,0,36,9,3,0,56,22,8,89,36,20,0,172,9,0,35,13
POA2044,0,0,0,0,4,0,8,0,0,3,0,0,0,4,4,0,28,9,33,3,80,4,0,14,3,10,0,31,11,0,47,14,95,3,176,5,0,10,10,12,0,37,16,4,45,16,21,4,102,14,0,35,26,28,0,104,9,5,32,18,34,4,99,7,3,65,17,14,0,101,42,3,87,19,13,3,169,3,0,11,9,12,3,42,60,14,218,41,16,9,344,5,0,21,13,15,0,54,21,9,57,13,26,4,121,65,19,64,9,9,3,154,34,12,52,16,16,3,123,10,0,26,10,10,0,62,3,0,24,8,31,4,73,5,0,31,14,16,7,73,316,70,865,254,406,52,1968,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,19,8,5,0,47,3,0,3,0,0,0,9,5,4,13,12,9,0,40,5,3,12,7,3,0,42,12,0,59,27,19,0,111,4,4,27,17
POA2045,0,0,4,0,0,0,5,0,0,0,0,0,0,0,8,3,19,7,18,0,49,0,0,0,0,3,0,4,7,0,37,22,88,6,157,7,0,13,0,8,0,29,9,0,28,17,18,0,64,0,0,12,15,13,0,40,6,0,11,10,23,0,51,10,4,28,12,8,0,59,31,9,57,14,9,0,123,7,0,19,9,3,0,38,50,5,158,26,14,5,256,0,0,13,3,5,0,23,11,10,25,7,13,0,64,40,0,36,6,3,0,95,32,0,34,7,6,0,82,0,4,11,3,6,0,20,7,0,6,0,20,0,41,8,0,23,4,16,3,56,222,49,538,161,264,31,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,3,31,0,0,5,0,0,0,5,6,0,7,4,9,0,20,0,0,18,3,4,0,27,3,0,23,19,20,0,67,0,3,11,6
POA2046,0,0,0,0,6,0,9,7,0,0,0,4,0,14,40,3,78,39,90,5,253,5,0,26,0,0,0,37,45,5,194,100,377,17,741,39,9,85,36,49,8,216,33,6,105,59,82,10,295,7,0,35,35,60,9,145,17,5,61,48,80,9,219,35,5,93,36,22,0,200,111,21,304,87,32,11,566,19,8,66,45,51,8,191,184,32,483,84,52,13,843,4,0,43,30,40,8,119,66,18,103,54,57,0,308,119,20,132,22,28,0,321,120,14,168,34,37,11,379,11,9,39,15,24,0,88,8,3,33,20,121,4,187,39,5,81,38,62,14,244,913,173,2122,773,1280,120,5381,0,4,4,0,0,0,7,5,0,0,0,6,0,7,21,7,77,26,36,9,168,12,5,6,0,0,0,26,25,8,73,39,35,8,183,26,5,67,29,24,7,157,28,7,128,75,72,9,316,11,0,66,29
POA2047,3,0,3,0,0,0,11,0,0,4,0,0,0,5,20,5,42,15,38,3,122,6,0,10,0,0,0,22,18,4,95,40,144,6,314,15,4,49,7,18,4,95,9,4,54,22,33,0,123,4,0,27,12,28,0,71,7,0,31,20,36,0,93,19,3,57,15,4,4,98,74,23,153,37,16,6,301,9,6,36,17,21,0,96,106,19,275,39,29,3,475,9,0,27,11,10,4,62,38,10,57,32,21,0,161,44,9,66,9,6,0,131,75,6,80,10,9,3,188,9,0,29,6,13,3,56,6,0,17,9,30,0,66,17,0,46,16,17,11,103,491,97,1141,324,481,57,2586,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,33,11,14,0,70,3,0,4,0,0,0,13,13,3,36,15,8,0,70,16,0,52,15,7,0,92,17,4,45,30,23,0,126,3,0,35,17
POA2048,0,0,0,0,0,0,3,0,0,5,0,0,0,4,12,0,34,13,17,0,70,5,0,10,0,3,0,23,11,4,37,24,53,0,129,3,0,14,3,12,3,30,5,0,42,14,11,0,83,5,0,29,20,20,3,77,0,0,32,9,16,0,64,13,4,58,11,10,0,92,27,11,89,15,7,0,160,8,3,17,6,4,0,36,93,18,224,33,22,0,388,7,0,12,7,9,3,39,46,6,48,11,12,4,130,77,6,75,9,9,0,179,41,7,88,14,17,7,168,13,4,21,7,9,0,53,12,3,13,5,20,0,56,19,3,20,8,11,3,70,409,77,864,214,266,33,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,5,0,26,0,0,11,0,0,0,16,4,0,21,5,3,0,33,9,0,13,3,0,0,29,12,6,57,16,28,0,118,5,0,37,13
POA2049,0,0,7,0,0,0,13,0,0,5,0,0,0,5,13,4,31,11,24,0,87,3,0,12,3,4,0,27,8,5,69,23,89,9,198,3,0,28,4,21,0,60,15,3,53,13,25,3,116,6,0,40,27,35,0,106,15,3,32,12,28,3,89,12,7,88,26,21,0,152,53,22,124,27,8,4,249,3,0,26,3,11,0,46,135,29,336,48,42,7,592,7,0,34,15,13,0,69,40,24,89,18,21,0,196,121,32,105,15,10,3,281,71,11,99,22,17,5,225,15,3,45,17,17,0,102,15,0,31,12,19,0,68,14,8,38,13,25,6,102,559,139,1291,306,430,53,2787,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,36,15,4,0,65,0,3,6,0,0,0,16,12,0,26,10,12,0,62,12,3,36,9,4,3,62,21,9,83,28,24,0,157,12,3,49,29
POA2050,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,3,38,9,19,0,69,3,0,6,5,3,0,15,9,0,38,24,52,3,127,12,0,33,5,8,0,62,16,4,51,15,15,0,100,10,0,39,26,20,0,96,10,0,31,3,12,0,66,15,4,81,23,9,0,135,52,10,114,16,9,5,203,8,0,18,6,10,0,42,127,27,290,37,16,9,507,10,0,38,3,15,0,59,41,6,63,15,11,0,135,125,10,96,13,12,0,256,110,13,117,21,10,4,273,4,0,55,7,8,0,80,9,3,30,0,18,0,69,28,4,43,10,12,6,108,610,92,1185,246,268,41,2431,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,24,3,9,0,43,3,0,9,0,0,0,13,3,0,20,5,3,0,33,9,0,22,6,0,0,34,7,0,68,16,19,3,119,10,0,52,15
POA2060,3,0,5,0,0,0,17,5,0,3,5,0,0,13,23,0,45,11,9,3,90,22,6,29,3,5,0,55,44,6,111,19,65,6,253,36,6,50,10,13,0,113,24,5,62,18,29,5,140,17,5,43,34,28,8,130,19,0,36,13,14,3,87,47,3,85,22,8,4,175,180,28,326,31,16,9,598,20,3,46,17,28,0,115,316,42,576,62,24,13,1029,21,0,72,11,22,4,127,44,17,101,26,28,7,220,100,3,71,11,9,3,197,111,15,114,20,5,0,273,16,0,40,5,15,0,79,11,3,24,10,24,0,72,45,9,85,15,11,12,186,1104,153,1926,353,363,72,3972,3,0,4,0,0,0,11,0,0,10,0,0,0,10,30,9,55,15,10,0,108,6,0,7,0,0,0,25,20,6,48,5,13,4,92,35,8,55,15,10,0,118,40,7,109,21,21,7,204,16,5,54,20
POA2061,0,0,4,0,0,0,3,0,0,6,0,0,0,8,19,0,21,5,5,0,52,10,0,3,0,0,0,19,13,0,37,8,34,5,90,13,0,21,3,7,5,47,22,0,28,10,8,0,74,7,0,24,10,10,0,50,12,3,15,5,9,0,44,12,0,41,4,6,6,69,68,7,145,18,13,6,256,10,4,23,11,0,0,53,127,18,188,19,16,13,374,6,0,17,0,5,0,32,24,10,27,5,0,0,70,41,0,31,4,0,0,76,46,5,49,5,3,0,116,4,0,11,7,0,0,29,8,0,4,6,11,0,29,10,0,33,0,7,4,60,456,68,731,126,129,33,1552,0,0,5,0,0,0,9,0,0,0,0,0,0,4,12,0,16,0,0,0,32,0,0,6,0,0,0,3,7,8,23,3,9,0,53,8,0,34,6,0,0,43,15,0,46,14,5,3,81,8,0,14,11
POA2062,0,0,4,0,0,0,3,4,0,4,0,0,0,8,13,4,27,3,3,0,57,3,0,0,0,0,0,8,4,0,47,9,50,0,115,11,0,19,11,5,0,48,10,0,27,7,12,4,66,4,0,20,4,10,0,45,5,0,14,9,11,0,41,10,0,48,15,4,0,82,72,22,144,25,12,8,276,6,5,31,7,5,0,51,108,22,219,29,15,6,400,0,0,20,6,9,0,41,14,9,33,9,8,0,70,33,3,36,4,7,0,89,38,4,64,7,4,0,119,0,0,22,0,3,0,26,5,0,11,4,14,0,34,10,0,42,8,9,0,69,358,79,835,163,183,21,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,10,5,0,41,0,4,0,0,0,0,6,9,0,18,3,0,0,27,4,0,25,3,0,0,43,7,3,46,18,14,0,92,7,0,28,11
POA2063,0,0,0,0,0,0,4,4,0,7,0,0,0,15,11,3,17,4,9,0,41,0,0,8,0,0,0,10,7,3,34,13,23,5,78,5,0,19,3,4,0,32,8,3,27,11,7,3,61,3,0,13,10,7,0,31,3,0,11,6,5,0,31,16,0,19,3,0,5,40,75,22,142,14,9,3,262,9,5,24,10,6,0,52,88,19,164,20,4,0,301,3,0,17,0,3,0,27,11,9,22,0,5,0,47,15,5,22,0,0,0,43,36,4,39,5,0,0,83,3,0,4,0,0,0,10,5,0,9,4,3,0,21,20,3,29,6,5,0,67,337,66,630,97,102,24,1258,8,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,12,6,0,0,21,0,0,0,0,0,0,5,5,0,10,4,0,0,19,5,3,18,0,4,0,29,3,6,36,17,9,0,63,4,0,10,9
POA2064,0,0,0,0,0,0,9,3,0,5,0,0,0,8,9,0,34,10,5,0,63,4,0,6,0,0,0,10,11,0,40,14,37,6,112,18,4,33,4,0,0,67,21,4,50,18,14,0,107,13,0,33,28,17,7,97,16,4,29,25,11,7,82,29,0,52,14,5,0,107,106,18,184,22,3,5,338,12,0,15,4,3,0,37,151,23,292,32,17,10,521,14,0,20,6,15,4,55,38,3,43,10,11,4,101,62,5,48,5,5,0,126,64,12,68,3,11,4,159,5,0,5,4,4,0,19,0,5,17,9,18,0,49,13,0,42,10,3,11,78,584,82,1013,214,195,45,2130,0,0,0,0,0,0,0,0,0,6,0,0,0,5,16,0,17,3,0,3,46,3,0,5,0,0,0,9,7,0,12,10,9,0,32,15,0,28,7,3,0,57,12,5,57,12,8,0,105,10,0,31,24
POA2065,9,0,9,6,5,0,22,8,4,15,4,0,0,32,53,0,136,39,31,3,265,30,0,38,7,7,0,80,73,12,197,53,177,13,520,73,8,152,28,21,8,289,61,12,154,53,43,13,336,37,6,111,70,55,5,286,48,14,95,41,26,0,224,89,15,219,55,29,6,413,361,78,714,92,32,21,1299,39,4,99,33,22,6,209,603,102,1242,125,72,31,2178,33,9,100,34,23,3,198,103,22,146,53,37,7,375,166,23,143,25,24,10,386,239,28,313,38,32,9,659,24,7,58,13,23,4,127,32,3,57,22,53,0,170,87,10,173,30,22,17,340,2161,345,4172,819,746,172,8411,4,0,6,3,4,0,11,4,0,14,0,0,0,23,51,0,102,26,13,6,199,7,0,22,3,0,0,33,43,9,77,21,14,0,161,69,6,138,20,13,0,241,66,19,205,69,32,10,407,32,8,128,46
