POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA2030,173,387,298,161,351,943,220,1017,74,3625,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,12,3,6,10,10,4,8,0,60,0,0,0,0,4,0,0,0,0,4,10,22,15,7,9,19,3,12,5,90,6,7,23,4,19,13,8,5,0,83,59,62,26,21,24,34,11,26,4,272,39,40,22,8,13,3,6,7,4,138,13,5,0,5,0,6,0,7,0,37,3,10,9,7,8,23,0,20,0,77,4,34,15,16,24,48,19,44,3,213,8,25,27,4,22,30,0,14,0,133,24,83,75,27,64,107,33,67,0,490,11,16,16,8,11,21,3,6,3,94,11,9,3,4,23,47,7,19,3,121,24,101,59,25,54,58,14,47,8,382,34,177,132,58,58,82,8,39,0,587,6,19,13,3,10,10,0,8,0,64,19,16,20,3,7,13,3,4,0,87
POA2031,556,848,596,366,1384,2566,729,1941,118,9090,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,6,23,16,16,6,28,39,16,19,4,167,3,0,0,5,5,7,4,4,0,31,14,24,37,16,33,51,17,22,4,215,5,18,13,11,38,51,10,23,0,170,135,127,70,32,95,97,30,36,5,625,127,131,50,21,28,34,10,13,6,420,14,12,27,6,36,44,12,21,0,172,28,23,20,24,61,97,37,75,0,355,26,20,42,49,162,261,80,150,4,802,11,20,12,13,32,72,15,14,0,186,68,150,151,98,266,400,123,242,12,1517,17,48,37,26,102,93,23,26,5,385,41,25,35,7,163,116,29,71,0,489,105,226,158,67,300,249,71,183,10,1370,139,284,309,205,447,524,91,160,6,2167,43,44,32,13,51,39,12,14,0,244,79,57,33,22,49,44,16,22,0,318
POA2032,290,499,354,163,653,862,198,480,63,3566,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,9,9,5,15,9,4,6,0,54,3,0,0,0,0,5,0,0,0,7,12,16,4,6,4,13,3,12,0,70,0,3,11,5,14,12,6,7,0,57,72,51,50,4,30,30,3,9,0,254,74,91,32,9,16,9,0,8,0,245,3,10,9,10,18,12,4,7,0,68,4,3,8,5,16,12,13,13,0,81,3,9,14,17,44,51,21,25,0,179,4,10,9,4,19,19,3,0,0,75,14,40,47,32,71,84,29,43,0,360,11,33,18,13,22,15,9,3,0,120,6,6,21,5,54,50,7,16,0,163,48,124,60,34,121,88,21,54,4,550,58,129,118,90,139,149,21,36,3,755,16,23,8,5,16,8,5,0,0,76,21,12,18,8,13,11,0,3,0,89
POA2033,257,415,264,124,563,743,181,493,48,3081,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,12,10,9,13,11,3,6,0,59,0,0,0,0,0,0,0,0,0,0,3,10,8,3,8,13,0,9,0,63,5,10,0,0,11,15,6,3,0,47,62,73,27,18,36,29,6,11,3,264,70,83,29,8,12,9,5,4,0,229,4,6,13,5,10,14,4,0,0,56,10,4,6,3,11,34,3,9,0,79,12,6,11,9,50,68,16,33,0,203,4,6,6,6,20,14,0,8,0,59,20,38,45,25,82,109,32,45,0,400,9,23,19,9,15,14,3,3,0,97,10,6,16,8,39,28,4,15,0,125,32,118,36,24,98,84,22,35,5,450,46,96,92,51,124,110,16,27,4,570,16,15,8,8,11,22,0,8,0,85,13,16,8,4,15,7,4,7,0,78
POA2034,329,516,329,246,757,1516,405,1264,98,5452,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,4,0,7,3,13,10,4,28,32,5,20,0,126,0,0,4,0,4,12,6,3,0,29,7,20,20,5,15,32,5,24,3,136,10,4,10,11,35,36,11,21,6,132,66,64,54,21,43,75,18,29,3,387,93,81,26,16,21,20,8,7,4,276,16,14,15,8,23,36,3,19,0,126,14,13,14,13,41,79,16,46,0,237,18,11,28,25,80,132,52,96,0,442,6,19,8,14,34,37,15,19,4,154,43,85,96,51,169,260,89,163,3,956,12,27,22,17,52,70,24,23,4,250,24,9,30,13,99,77,32,35,6,326,51,152,79,58,163,121,43,77,8,744,73,183,178,98,243,270,52,91,7,1200,27,27,18,11,16,18,6,14,0,146,54,32,20,11,32,29,10,12,0,203
POA2035,616,909,741,377,1391,2244,570,1450,181,8492,0,0,5,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,9,14,22,21,18,37,46,17,17,0,187,0,0,0,0,9,3,0,3,0,22,20,39,32,18,27,46,9,26,7,219,13,22,19,17,44,56,18,17,0,186,149,138,110,55,109,83,17,26,15,706,109,151,69,23,32,35,5,18,5,442,30,26,45,11,49,55,21,15,0,249,18,9,13,15,40,44,13,32,0,183,27,24,54,41,128,175,39,94,8,588,4,23,22,8,40,32,10,19,0,175,45,106,126,79,190,253,72,110,3,988,19,49,33,20,46,46,10,10,9,236,29,38,56,30,146,113,27,37,0,470,96,188,166,90,278,214,57,142,6,1245,129,316,279,174,304,313,58,89,16,1682,38,18,23,8,19,17,3,11,0,133,78,51,44,21,35,34,3,15,5,278
POA2036,667,875,641,372,1432,2002,533,1239,153,7917,0,4,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,15,27,14,14,37,33,14,18,3,176,0,0,6,0,6,3,0,5,0,20,25,51,46,13,32,43,9,26,4,240,10,16,15,15,43,48,9,14,0,172,150,154,120,52,120,69,19,24,5,718,84,128,40,14,33,9,8,19,3,335,41,28,42,16,95,79,19,35,0,350,12,10,11,11,25,28,6,23,0,128,21,12,43,27,100,123,29,49,5,412,7,18,27,10,51,49,9,17,0,186,41,90,74,46,135,164,30,63,4,643,39,58,37,17,67,44,5,13,7,285,41,30,43,24,154,96,27,42,9,475,72,215,113,91,236,224,54,120,11,1143,103,262,277,180,340,325,53,61,12,1603,32,27,20,16,18,24,0,10,0,151,70,47,42,18,40,30,4,4,0,261
POA2037,317,484,294,201,816,1149,300,839,56,4458,0,6,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,7,13,12,5,13,15,3,15,0,76,0,0,0,0,0,3,0,0,0,10,5,5,12,5,17,15,6,16,0,74,8,4,10,6,11,22,7,10,0,80,76,74,48,30,40,33,15,22,0,335,99,60,30,12,16,17,8,3,8,243,9,9,9,3,16,19,3,5,0,66,7,19,17,17,61,54,20,44,0,232,14,18,14,19,89,109,27,83,0,379,4,7,3,5,21,14,9,5,0,75,28,78,76,37,192,216,62,110,3,802,7,20,28,0,24,34,13,8,0,135,13,14,14,10,74,61,17,32,0,229,38,121,56,35,175,111,46,81,3,657,60,110,103,74,120,129,34,68,4,697,40,31,15,5,20,17,10,11,0,157,28,30,15,7,24,20,7,12,0,137
POA2038,176,264,173,110,391,664,213,594,30,2614,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,12,5,6,3,13,9,13,0,60,0,0,0,0,4,0,0,3,0,8,0,9,3,0,5,11,4,14,0,54,3,3,10,4,4,13,4,7,0,50,39,47,30,26,30,37,4,18,0,217,29,37,12,7,7,9,0,3,0,110,3,4,4,0,3,14,0,3,0,41,9,9,11,8,25,34,15,35,0,142,12,3,4,10,36,60,21,46,0,195,3,12,5,6,12,12,4,14,0,60,21,45,44,37,71,102,41,76,0,440,10,8,9,3,14,11,9,4,0,69,3,9,13,6,52,43,17,23,0,162,22,76,53,27,68,73,22,57,0,386,38,75,73,42,92,97,26,68,4,510,25,13,12,15,21,15,0,15,0,106,13,10,14,8,8,21,10,10,0,86
POA2039,139,190,120,88,335,690,233,610,13,2411,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,10,3,4,15,6,24,0,70,0,0,0,0,0,5,0,3,0,8,8,3,5,8,8,15,5,10,0,56,5,3,6,0,11,21,7,16,0,68,39,31,14,6,29,21,9,17,0,168,21,17,4,3,7,10,3,9,0,79,5,3,3,3,10,5,5,8,0,37,4,4,4,7,23,33,8,30,0,116,13,4,11,16,52,99,21,63,0,283,0,3,6,10,5,11,3,5,0,57,27,42,34,28,63,164,49,85,0,490,5,10,14,4,15,26,3,9,0,88,15,7,7,6,45,34,12,15,0,139,16,42,31,19,48,55,13,48,0,266,18,71,68,32,58,79,21,34,0,386,10,14,12,10,5,9,0,9,0,73,13,16,17,6,17,15,0,7,0,81
POA2040,401,510,364,241,989,1725,501,1203,52,5971,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,10,9,15,13,12,21,34,13,21,0,153,0,0,0,0,6,7,0,0,0,25,6,18,10,11,17,35,7,23,0,124,8,5,7,5,32,39,22,26,0,155,91,92,58,36,48,66,15,35,4,439,88,81,33,11,20,21,9,9,3,262,8,0,12,0,14,15,15,23,0,89,25,13,28,18,64,102,21,71,0,348,38,13,36,55,91,157,50,110,0,544,0,10,10,6,28,30,14,12,0,119,49,92,97,75,162,258,77,169,0,973,17,41,20,21,33,33,9,17,4,189,29,26,45,24,127,102,35,39,0,426,68,144,111,64,171,167,61,128,3,912,83,167,180,134,196,237,55,107,10,1162,38,15,19,15,32,28,3,9,0,162,30,34,20,17,28,40,6,12,3,194
POA2041,212,411,253,163,504,1084,357,1103,43,4133,0,5,3,0,0,0,0,3,0,14,0,0,0,0,3,0,0,3,0,8,3,20,3,3,15,33,7,19,0,107,0,0,0,0,3,4,5,0,0,19,9,16,9,0,15,21,8,14,0,95,4,3,7,4,15,32,11,28,0,108,58,54,28,13,34,45,12,37,0,275,35,41,21,6,10,7,3,11,0,131,14,3,4,4,9,18,4,12,0,76,11,13,8,10,22,67,17,34,0,192,24,16,25,25,66,133,39,139,0,470,3,12,13,4,11,30,14,33,3,126,40,85,73,51,106,192,70,168,4,783,16,20,11,7,22,29,6,11,3,132,22,12,19,13,50,52,15,34,0,221,32,103,86,23,78,88,35,73,0,514,44,98,118,64,89,116,30,71,4,635,15,21,16,5,22,14,8,17,0,116,21,22,13,3,14,13,4,11,0,105
POA2042,470,639,433,246,1209,1605,442,1020,69,6122,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,11,11,13,31,33,8,14,0,114,0,0,0,0,4,0,0,0,0,12,4,5,13,4,13,27,5,13,0,80,4,8,9,7,23,37,7,20,0,109,76,84,54,30,61,71,12,25,0,417,135,117,37,19,32,25,3,11,9,391,0,10,14,0,20,30,8,13,0,92,20,18,19,16,60,77,32,70,0,313,15,15,15,20,84,106,30,58,0,337,5,3,7,0,15,26,10,9,0,77,31,72,93,61,224,258,84,168,3,990,21,22,16,10,26,37,7,12,0,153,33,12,30,28,139,115,39,49,0,449,44,133,91,45,162,135,47,98,4,755,68,109,112,96,186,216,56,91,6,928,38,27,30,19,57,36,8,23,0,240,51,42,26,15,42,23,10,15,0,220
POA2043,199,225,171,122,748,1075,336,631,29,3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,4,0,8,25,6,11,0,70,0,0,0,0,7,5,0,0,0,19,0,7,3,3,11,19,6,15,0,61,3,5,4,3,24,24,0,6,0,66,31,28,23,15,44,42,11,17,0,219,33,37,19,7,12,5,0,4,0,112,0,4,6,0,8,18,6,11,0,57,3,6,6,9,40,56,18,27,0,170,12,5,8,12,78,115,32,57,0,311,3,4,5,3,12,13,4,8,0,51,16,29,44,26,132,216,65,116,0,643,3,12,8,7,22,43,5,6,0,115,17,5,11,11,90,63,16,20,0,243,15,55,36,24,89,76,23,60,9,383,25,45,55,31,91,116,28,42,0,433,13,16,15,7,23,22,10,10,0,111,14,4,0,3,24,17,8,8,0,86
POA2044,183,229,195,105,536,712,171,382,32,2535,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,6,6,7,12,3,4,0,55,0,0,0,0,0,4,0,0,0,9,3,6,0,3,7,12,4,3,0,43,5,0,3,4,13,20,5,4,0,57,21,32,18,19,27,24,9,9,0,167,38,45,15,0,5,3,0,3,0,118,10,3,7,3,15,24,4,7,0,74,6,11,8,4,25,24,7,33,0,114,12,0,7,19,36,51,22,22,3,171,0,0,9,4,3,13,3,3,0,38,16,22,32,22,66,89,20,39,0,312,3,18,18,3,18,16,4,4,0,85,13,11,19,3,59,41,16,24,0,184,19,43,34,26,65,48,17,47,0,307,37,55,56,42,76,79,22,29,5,393,12,7,13,3,21,14,0,0,6,71,30,4,10,0,11,15,0,8,0,82
POA2045,124,198,138,72,211,416,122,322,17,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,15,7,3,0,0,41,5,0,0,0,0,0,3,0,0,5,0,8,3,0,0,3,0,3,0,31,4,0,0,4,5,9,0,0,0,30,26,46,17,12,19,13,0,6,3,135,38,29,3,0,0,0,0,3,0,78,0,0,3,3,3,3,0,0,0,20,3,0,5,3,8,11,5,9,0,41,3,10,6,11,19,26,5,22,0,106,5,4,3,0,6,6,0,3,0,29,7,33,38,24,32,42,13,44,0,221,3,8,7,3,7,10,0,3,0,43,7,5,15,5,21,21,7,7,0,93,23,51,25,20,45,40,19,34,0,256,24,59,58,27,32,34,13,21,0,273,9,7,9,3,3,7,0,4,0,45,9,9,3,5,9,10,0,0,0,43
POA2046,514,685,455,271,1114,1841,551,1302,104,6846,0,5,0,0,0,5,0,0,0,14,0,5,0,0,3,0,0,0,0,10,18,31,26,14,43,41,17,23,0,210,0,0,3,0,6,12,0,11,0,24,24,31,21,10,49,60,10,23,3,237,22,21,15,12,45,39,17,25,0,186,111,112,51,47,75,59,18,32,9,505,99,96,32,10,22,25,4,8,4,301,10,13,16,5,20,25,3,12,0,118,16,12,5,11,35,55,12,35,0,187,23,23,52,51,158,189,43,104,3,653,8,32,24,10,36,54,11,20,0,199,48,106,103,60,162,206,55,97,4,838,32,36,28,10,43,47,12,22,0,231,26,20,48,27,138,74,38,40,0,405,78,185,146,76,185,160,56,135,11,1036,87,213,221,142,206,225,56,102,10,1256,27,19,13,5,24,15,4,5,0,118,66,33,24,20,31,30,9,11,0,232
POA2047,213,322,201,114,503,837,256,695,32,3171,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,10,7,9,13,23,11,10,0,93,0,0,0,0,3,0,0,0,0,13,10,17,9,11,9,12,3,13,0,89,9,7,5,6,25,27,16,20,0,112,46,37,34,10,23,29,8,13,0,216,47,49,20,13,11,9,0,3,6,147,10,10,3,0,7,12,9,7,0,58,6,4,5,0,18,22,4,29,0,104,20,11,24,36,62,101,42,70,0,367,0,14,8,4,11,15,7,12,0,74,21,41,52,40,78,125,43,71,0,482,8,18,8,6,15,32,0,10,0,107,7,18,15,9,67,50,9,31,0,204,19,65,53,26,58,77,19,68,4,385,36,106,88,56,91,100,23,52,3,562,16,13,5,0,12,14,0,8,0,66,25,18,9,7,7,7,0,9,0,90
POA2048,156,225,177,105,419,590,182,395,18,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,7,12,7,6,0,30,0,0,0,0,0,8,0,0,0,16,4,3,4,0,7,11,6,4,0,40,5,3,0,0,6,12,4,0,0,35,29,27,19,9,21,27,12,9,0,157,38,43,8,0,18,9,0,9,0,123,0,10,0,0,8,14,6,3,0,46,5,4,9,8,33,35,7,28,0,121,6,6,6,11,28,43,14,33,0,151,0,0,4,0,5,8,4,5,0,31,10,43,40,19,65,106,38,71,0,387,3,4,14,4,7,19,0,3,0,61,11,6,12,11,50,31,24,14,0,155,32,56,30,12,79,63,32,46,3,344,27,59,52,31,77,91,19,41,7,409,11,14,19,3,16,10,0,3,0,76,15,15,5,7,26,3,8,4,3,89
POA2049,261,335,250,160,711,870,254,560,39,3450,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,6,6,3,13,7,16,20,4,12,0,82,0,0,0,0,6,5,5,0,0,17,6,11,3,6,14,23,5,13,0,73,3,0,5,5,10,24,4,15,0,72,51,51,24,17,51,45,10,12,4,264,60,64,25,18,12,7,5,5,4,200,8,4,9,0,8,12,10,8,0,66,6,13,17,10,34,43,17,32,3,175,11,6,10,18,52,87,20,53,0,248,5,7,3,0,8,9,7,7,0,54,22,44,57,32,125,160,45,74,0,547,8,20,17,0,26,21,9,0,0,105,18,8,30,19,120,53,19,29,0,299,32,89,62,28,114,91,37,70,0,522,56,74,95,58,122,119,30,64,3,621,29,20,19,6,33,24,9,17,0,147,24,18,21,3,23,25,3,11,0,123
POA2050,236,369,196,127,556,797,229,530,25,3068,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,6,5,17,12,4,0,0,57,0,0,0,0,5,3,0,5,0,13,7,4,7,3,7,4,5,12,0,43,0,0,0,0,10,8,4,8,0,38,39,54,18,10,30,23,8,11,0,204,82,50,27,9,18,8,4,0,0,195,0,0,6,0,7,9,0,6,0,29,0,8,3,8,26,38,8,29,0,128,3,8,6,7,47,68,16,36,0,194,0,0,5,0,8,10,3,8,0,38,17,49,36,31,82,140,37,81,0,463,7,6,8,9,19,24,4,9,0,82,11,8,7,6,56,33,15,29,0,175,42,91,41,28,86,69,24,58,0,436,36,74,61,50,100,145,38,75,0,586,22,3,13,4,19,10,7,7,0,90,12,16,16,5,21,17,5,8,0,109
POA2060,234,347,245,154,774,1419,343,991,39,4549,3,0,0,4,4,4,3,0,0,9,0,0,0,0,4,3,0,4,0,6,5,11,7,8,29,31,15,14,0,126,0,5,4,0,6,4,0,7,0,26,8,6,15,8,26,19,3,19,0,103,8,7,3,6,37,41,20,20,0,137,55,39,28,11,49,31,18,22,0,251,57,48,27,11,13,8,0,13,0,176,9,4,12,3,8,18,4,11,0,64,5,4,12,3,34,68,16,24,0,181,12,22,27,30,114,189,54,110,3,555,0,21,9,3,25,34,0,13,0,108,20,61,69,43,183,310,88,163,4,947,9,19,12,13,31,40,8,15,0,144,17,15,16,11,80,70,13,34,5,253,27,85,48,36,96,85,40,52,0,457,36,117,116,57,113,134,31,56,0,664,16,9,8,5,8,9,0,3,0,56,22,20,13,3,9,12,7,8,0,96
POA2061,63,170,111,80,270,468,148,422,20,1749,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,16,4,7,0,40,0,0,3,0,3,0,0,0,0,9,3,4,5,0,8,11,3,14,0,53,0,3,4,0,12,15,3,3,0,48,20,17,12,5,17,13,11,15,0,103,12,11,9,5,5,6,0,3,0,53,6,0,0,0,3,7,0,3,0,23,0,3,0,4,15,18,4,15,0,63,7,14,11,10,41,60,26,58,3,228,0,5,3,3,3,9,7,10,0,44,7,27,25,14,78,106,37,84,0,377,4,12,6,0,8,13,5,7,0,52,0,4,5,0,22,39,10,15,0,97,6,24,10,3,44,39,7,19,0,165,9,39,40,24,47,48,13,23,4,242,5,4,5,0,4,4,3,3,0,29,0,3,0,5,3,7,3,3,0,28
POA2062,93,159,112,73,259,592,147,484,5,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,11,17,5,5,0,49,0,0,0,0,0,0,0,0,0,6,4,4,8,0,3,7,0,8,0,37,6,8,3,4,9,17,0,9,0,51,12,27,13,4,13,26,3,21,0,127,20,22,10,5,7,10,0,6,0,84,0,3,0,0,0,5,0,3,0,29,0,3,11,8,9,23,8,30,0,94,8,8,8,25,52,71,21,60,0,258,0,9,6,3,13,18,5,11,0,67,7,38,28,21,53,93,27,85,0,354,5,4,7,5,6,16,5,4,0,51,6,4,12,6,34,20,9,18,0,108,27,33,30,18,33,38,10,41,0,240,26,57,67,47,56,56,18,25,0,349,8,4,0,0,9,3,0,0,0,37,12,16,4,0,15,12,4,7,0,74
POA2063,88,184,136,48,147,362,129,447,15,1549,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,4,4,4,5,5,4,0,26,0,0,0,0,5,0,0,0,0,5,3,5,5,0,0,3,0,7,0,23,3,9,0,0,7,9,3,10,0,39,18,25,16,5,15,10,0,9,0,96,22,19,5,0,0,3,0,0,0,51,0,4,4,0,0,10,0,3,0,17,0,0,4,3,5,6,5,6,0,30,4,19,24,14,19,40,16,46,3,174,9,11,11,8,0,12,0,4,0,58,12,45,33,12,30,43,15,48,0,235,6,10,8,5,7,6,0,4,0,37,6,0,4,5,17,11,7,8,0,54,16,59,25,6,28,16,4,30,0,175,17,53,60,25,26,25,10,17,0,247,4,3,6,6,6,3,0,3,0,27,7,12,11,0,7,4,0,4,0,36
POA2064,126,236,173,77,488,746,173,444,25,2496,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,10,0,0,16,12,4,8,0,58,0,0,0,0,0,0,4,0,0,9,0,7,6,0,9,11,0,6,0,44,3,3,3,6,24,16,3,6,0,62,29,38,28,8,18,22,0,4,0,150,31,37,25,6,5,6,3,5,0,125,0,3,4,4,10,5,5,0,0,34,9,4,3,9,27,23,5,14,0,90,8,9,25,19,60,95,18,50,0,282,5,3,3,3,14,9,5,6,0,41,9,31,30,29,97,133,34,41,0,402,9,15,14,4,15,17,4,6,0,81,0,0,8,6,50,18,7,7,0,97,10,76,33,21,56,34,15,26,6,266,23,83,81,58,92,77,11,22,3,448,6,4,4,0,6,11,0,0,0,35,8,9,6,7,15,12,0,4,0,61
POA2065,448,774,534,329,1671,3007,791,1997,101,9645,0,0,0,0,5,4,0,0,0,18,0,3,0,0,0,3,3,8,0,22,8,22,33,20,42,61,15,36,0,231,0,0,0,0,8,12,5,8,0,32,10,11,16,10,27,66,14,23,0,177,13,21,17,9,55,100,29,38,0,280,96,98,59,22,86,113,27,46,6,559,92,100,56,15,50,34,15,14,0,373,11,13,8,4,37,35,0,12,0,121,13,13,17,25,93,123,33,68,0,388,48,35,41,69,230,382,100,209,0,1112,14,20,25,5,49,75,16,33,0,244,74,143,135,110,408,512,154,288,4,1827,12,44,32,12,54,88,20,35,7,297,22,21,46,18,175,129,35,75,0,516,67,186,115,47,181,178,70,131,5,977,133,243,239,152,329,388,84,165,13,1750,36,27,13,10,18,28,9,6,5,149,56,47,34,13,54,33,17,17,3,264
