POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA2867,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,0,0,8,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,12,0,3,0,9,7,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,27,0,15,19,4,3,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,10,16,0,0,8,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0
POA2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,5,4,3,0,7,3,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,26,0,9,11,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0
POA2869,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,29,0,14,4,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,0,0,13,0,0,3,13,0,0,0,0,0,18,9,7,0,12,12,0,0,4,0,49,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,12,42,48,5,44,23,5,0,11,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,35,3,8,9,3,0,0,0,90,0,0,0,0,0,0,0,0,0,0
POA2870,5,30,0,21,5,0,0,0,0,52,3,9,0,0,0,0,0,0,0,9,44,299,8,32,48,4,3,4,4,444,0,0,0,0,0,0,0,0,0,5,15,19,7,19,16,4,0,5,0,86,26,40,9,57,52,8,0,7,0,198,56,47,57,165,176,55,11,34,12,609,9,0,7,6,19,3,3,8,0,50,8,3,8,22,15,11,4,7,0,77,3,0,0,4,0,0,0,0,0,10,7,3,0,9,11,4,0,4,0,54,191,511,91,345,344,99,24,64,20,1691,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,15,28,90,4,6,4,3,0,0,0,137,0,9,0,0,0,0,0,0,0,10,7,43,0,21,3,0,0,0,0,76,3,12,3,0,0,0,0,0,0,19,110,424,22,43,50,12,8,10,0,694,0,0,0,0,0,0,0,0,0,6
POA2871,0,23,0,7,0,0,0,0,0,37,0,17,0,0,0,0,0,0,0,15,61,237,3,21,25,9,0,7,3,356,0,0,0,0,0,0,0,0,0,0,19,22,5,19,16,6,0,3,0,87,17,18,9,46,16,9,4,9,0,132,48,27,30,122,100,31,9,36,0,399,0,7,0,11,15,4,0,7,0,44,19,3,6,11,22,14,0,3,0,77,0,0,0,6,0,0,0,0,0,7,5,3,4,6,7,0,0,3,4,53,184,393,51,260,211,66,21,65,15,1268,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,23,52,3,7,11,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,7,33,0,10,0,0,0,0,0,52,0,17,0,0,0,0,0,0,0,16,113,333,14,30,28,9,7,17,10,556,0,0,0,0,0,0,0,0,0,7
POA2873,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,5,0,0,6,3,0,0,0,0,17,7,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,8,23,25,0,14,9,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,17,0,5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
POA2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,10,9,0,0,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
POA2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,12,0,5,0,4,0,0,0,0,0,17,4,4,4,3,8,0,0,0,0,27,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,18,37,4,22,16,5,3,11,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,5,6,0,47,0,0,0,0,0,0,0,0,0,0
POA2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,0,5,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,6,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,9,17,0,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
POA2877,5,8,0,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,21,72,0,12,14,3,0,0,0,125,0,0,0,0,0,0,0,0,0,0,6,0,0,8,7,0,0,0,0,23,10,6,4,5,11,9,0,0,0,48,13,11,8,46,30,8,3,8,0,132,0,0,0,8,0,0,0,0,0,18,6,0,0,0,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,4,5,0,0,3,4,0,0,0,0,20,72,113,21,103,78,19,6,19,5,432,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,15,0,5,4,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,11,0,4,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,48,94,8,20,17,8,3,4,0,190,0,0,0,0,0,0,0,0,0,0
POA2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
POA2879,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,6,0,0,9,5,0,0,4,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,12,6,0,0,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
POA2880,10,58,0,16,7,0,0,3,0,92,3,28,0,4,0,0,0,0,0,40,55,410,6,58,30,9,0,10,0,584,0,0,0,3,0,0,0,0,0,4,23,33,5,22,22,0,0,0,0,112,41,51,5,114,63,7,4,6,3,303,65,49,76,282,199,72,13,37,13,801,5,0,4,19,24,9,0,8,0,77,8,15,4,30,23,13,6,6,3,98,0,10,0,6,4,0,0,4,0,19,4,8,3,17,18,15,0,14,10,91,242,772,107,587,385,118,21,88,42,2366,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,25,34,131,3,12,7,0,0,0,0,192,4,0,0,0,0,0,0,0,0,7,17,74,0,22,4,0,5,5,0,129,15,38,0,4,0,0,0,0,0,61,95,554,21,85,42,12,12,18,8,838,0,0,0,3,0,0,0,0,0,4
POA2898,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,0,0,5,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,11,3,0,4,0,3,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,9,9,17,4,0,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,10,0,3,5,0,0,5,0,41,0,0,0,0,0,0,0,0,0,0
POA3000,29,111,5,54,28,13,0,3,8,253,12,40,0,5,7,0,0,0,0,61,480,1822,321,856,609,421,46,373,76,4988,0,0,0,6,0,0,0,0,0,19,44,41,75,73,52,36,3,29,0,351,54,66,135,348,99,102,7,90,10,912,38,27,94,183,87,57,15,57,10,563,0,3,10,18,10,4,0,11,0,58,14,10,10,33,19,12,0,19,3,112,9,24,6,24,13,9,4,8,0,106,13,21,12,26,14,12,0,16,34,156,988,3806,742,1873,1322,852,95,685,193,10552,0,27,0,5,4,0,0,0,0,43,48,416,4,5,10,5,0,0,3,495,560,2808,185,340,593,324,67,204,93,5175,19,57,0,5,6,9,0,3,3,98,62,226,8,76,41,15,9,6,3,448,24,71,4,7,17,6,0,6,0,126,1073,4061,718,1174,1048,702,212,747,151,9881,0,0,9,9,5,3,4,5,4,33
POA3002,14,36,0,8,15,0,0,0,0,72,0,11,0,0,0,0,0,0,0,17,111,347,14,35,81,25,4,3,12,634,0,0,0,0,0,0,0,0,0,0,18,16,0,0,13,3,0,0,0,51,6,14,3,13,25,6,0,0,3,76,4,12,9,9,15,0,0,0,0,45,0,3,0,0,3,0,0,0,0,9,0,0,0,3,6,0,0,0,0,10,4,3,0,3,6,0,0,0,0,12,4,6,0,0,0,0,0,0,4,15,244,703,35,84,172,41,6,10,27,1321,0,8,0,0,0,0,0,0,0,8,19,131,0,0,0,0,0,3,0,157,129,352,6,17,38,6,0,3,4,558,0,16,0,0,0,0,0,0,0,20,32,71,0,7,21,0,0,0,0,133,8,19,0,0,0,0,0,0,0,27,252,736,30,53,116,58,10,29,22,1303,0,0,0,0,0,0,0,0,0,0
POA3003,12,40,5,13,5,0,0,4,0,76,8,17,0,0,5,0,0,0,0,30,136,426,45,122,118,56,7,67,16,995,0,0,0,0,0,0,0,0,0,0,10,8,6,10,10,0,4,4,0,55,20,21,20,41,21,15,0,9,0,157,10,8,14,24,39,8,7,5,5,124,0,0,0,0,3,0,0,6,0,16,5,0,3,5,4,0,0,0,0,27,0,5,0,6,0,0,0,3,0,16,3,0,0,4,4,3,0,8,8,30,299,935,121,261,285,110,15,115,29,2167,6,11,0,0,0,0,0,0,0,9,16,135,0,5,5,0,0,0,0,165,160,595,34,42,92,38,13,22,12,1005,4,19,0,3,5,3,0,0,0,33,21,66,5,17,9,0,0,4,0,129,13,26,0,3,3,0,0,0,0,43,274,988,119,172,221,97,45,131,37,2093,0,0,0,0,0,0,0,0,0,3
POA3004,27,62,3,15,24,3,0,0,0,136,3,28,0,0,5,4,0,0,0,42,219,645,28,102,177,75,7,29,14,1291,0,0,0,0,0,0,0,0,0,6,21,39,9,21,27,11,0,7,0,131,43,39,14,35,59,24,0,9,0,223,28,19,22,30,34,15,5,8,5,152,0,3,0,0,8,4,0,5,0,20,3,5,0,9,18,0,0,3,0,45,5,15,0,0,9,0,0,0,0,31,6,9,6,10,5,0,0,5,11,50,468,1387,98,241,429,165,18,77,39,2924,8,12,0,0,0,0,0,0,0,31,28,187,4,3,4,0,0,0,0,224,245,776,31,46,102,56,14,21,16,1304,5,20,0,0,8,0,0,0,5,39,42,103,5,18,26,3,0,6,0,202,11,39,0,0,6,4,0,0,0,64,465,1314,99,144,296,138,30,92,45,2626,0,0,0,0,0,0,0,0,0,6
POA3006,37,117,6,23,13,5,0,10,4,211,13,41,0,8,4,0,0,0,0,69,368,1273,118,351,404,183,18,235,49,3001,4,0,4,0,0,0,0,0,0,3,29,46,25,45,40,19,0,14,0,225,67,61,36,119,80,42,7,25,5,448,34,39,47,77,67,30,3,23,8,335,6,0,0,5,4,4,0,3,0,18,8,10,10,10,18,6,0,8,0,72,4,29,9,7,10,0,0,22,0,85,5,14,7,17,10,5,0,19,20,91,867,2679,296,752,913,367,44,377,110,6405,4,27,0,0,4,3,0,0,0,41,28,269,3,0,3,5,0,3,0,319,534,1795,107,127,396,165,57,68,63,3316,15,43,0,5,13,3,6,5,0,84,67,214,10,29,26,11,4,12,0,381,29,65,0,3,8,0,0,0,0,118,894,2784,329,539,671,309,99,419,84,6128,4,0,5,0,0,0,0,0,0,8
POA3008,12,53,3,14,9,0,0,0,0,89,10,24,0,0,3,0,0,0,0,41,219,810,57,156,211,104,16,95,24,1692,0,0,0,4,0,3,0,0,0,6,27,24,13,19,35,14,0,9,0,136,46,42,36,42,59,26,5,10,0,276,22,19,26,45,45,20,0,10,5,195,0,3,0,0,4,8,0,0,0,21,3,8,0,8,6,6,0,0,0,47,5,15,3,3,6,0,0,4,0,37,3,7,3,6,9,3,0,10,10,47,483,1646,171,338,553,244,27,143,56,3667,3,7,0,0,0,0,0,0,0,15,36,158,6,0,7,4,0,0,0,201,304,1124,54,66,215,92,14,43,26,1946,9,35,0,0,4,5,0,0,3,55,33,105,12,16,18,7,0,4,0,196,19,36,4,0,10,0,0,4,0,74,574,2036,157,236,350,196,71,172,57,3844,0,0,0,5,4,3,0,0,0,13
POA3011,52,211,4,32,35,3,6,3,4,348,21,55,0,3,20,0,0,0,0,95,359,1080,61,203,351,117,22,73,27,2288,0,0,0,0,4,4,0,0,0,8,30,33,23,34,49,16,0,14,0,197,52,68,30,105,83,39,4,30,6,414,34,50,60,109,92,44,9,26,0,432,7,4,0,4,13,4,0,4,0,41,8,12,0,10,19,6,0,9,0,62,4,8,9,0,5,0,0,4,0,27,4,11,4,13,8,7,0,6,20,78,738,2290,215,581,776,254,56,188,73,5170,6,9,0,4,6,0,0,0,0,25,27,244,0,0,7,0,0,0,0,285,300,1090,66,88,169,62,53,79,24,1920,7,31,5,0,7,4,0,0,5,64,84,323,13,40,50,13,3,8,4,536,37,73,0,10,27,0,0,0,0,150,726,2107,240,326,551,216,99,179,50,4500,0,3,0,0,4,4,0,0,0,17
POA3012,52,190,0,36,31,6,0,3,0,311,23,79,0,5,17,0,0,0,5,125,394,1191,82,208,343,131,14,71,20,2450,0,0,0,0,0,3,0,0,0,8,36,61,20,55,53,26,0,10,3,259,67,103,27,137,104,62,16,29,12,550,49,44,73,133,136,43,19,37,10,544,14,6,0,5,20,3,0,5,0,58,12,14,5,28,20,9,9,6,0,100,4,11,4,5,0,5,7,0,0,37,5,9,0,7,23,7,0,6,11,87,841,2410,248,672,869,314,71,183,75,5675,0,24,0,3,4,0,0,0,0,28,32,205,3,4,8,0,0,0,0,254,323,942,69,70,177,79,99,69,20,1854,10,37,3,6,7,9,0,0,6,75,82,302,8,45,39,5,7,5,0,492,33,113,0,13,20,0,6,5,5,183,817,2240,249,347,560,222,89,167,50,4739,0,0,0,4,0,5,0,0,0,12
POA3013,50,135,4,21,27,4,0,0,3,240,9,49,0,0,6,3,0,0,3,70,338,897,54,117,215,85,4,27,17,1754,3,0,0,0,0,0,0,0,0,3,29,39,11,22,43,19,5,3,7,172,54,58,24,60,58,21,5,10,6,296,43,28,35,61,79,25,3,18,0,294,5,0,0,6,11,6,0,0,0,26,8,10,0,9,16,13,0,0,0,63,5,5,0,0,5,0,0,3,0,18,10,11,3,8,11,6,0,0,9,60,707,1718,134,327,529,191,18,65,47,3750,3,18,0,0,4,0,0,0,0,25,36,144,4,3,5,4,0,0,0,198,263,637,22,35,80,16,9,9,15,1084,7,19,0,0,6,0,0,0,0,32,85,206,4,26,30,3,0,3,3,359,22,68,3,4,9,4,0,0,3,112,731,1597,132,178,320,141,28,66,29,3232,3,0,0,0,0,0,0,0,0,6
POA3015,56,153,0,31,26,3,0,0,0,265,22,55,0,4,0,3,0,0,0,89,371,997,40,113,230,57,14,20,16,1857,0,0,0,3,0,0,0,0,0,3,51,48,13,33,43,13,0,8,0,214,71,77,20,64,99,29,8,9,3,379,30,42,48,86,113,39,3,11,3,380,3,0,3,4,9,7,0,0,0,35,6,11,0,11,25,4,3,0,0,69,0,8,0,3,3,0,0,0,0,17,5,18,0,3,10,4,0,3,4,48,798,1857,139,382,639,171,29,51,37,4111,0,14,0,0,0,0,0,0,0,20,26,153,0,0,7,0,0,0,0,191,309,579,22,40,102,14,3,9,11,1081,10,25,0,7,7,0,0,0,0,43,96,214,7,32,40,0,0,0,0,387,37,74,0,10,7,6,0,0,3,139,789,1758,108,190,344,118,41,54,30,3436,0,0,0,3,0,0,0,0,0,8
