POA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA3125,384,18,0,399,6,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,9,0,0,0,9,0,0,9,20,0,0,0,17,0,0,0,17,0,0,17,345,46,6,0,396,7,0,7,401,18,0,422,74,3,0,0,75,0,4,6,81,8,0,91,0,0,0,4,3,0,0,0,3,0,3,8,416,45,4,3,479,7,4,13,487,31,4,520,113,8,0,0,124,0,0,0,124,3,0,125,108,9,3,0,119,0,0,0,119,3,0,125,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,220,22,4,0,245,0,0,0,245,13,0,252,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,5,0,0,12,5,0,0,0,8,0,0,0,5,0,0,12,228,22,4,0,253,0,0,3,256,13,0,267,34,8,0,0
POA3126,275,7,0,279,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,7,0,0,7,253,20,0,4,280,5,0,3,280,7,0,292,43,6,0,0,55,0,0,0,59,11,0,67,0,0,0,0,0,0,0,0,0,0,0,0,298,28,0,4,333,11,0,6,342,19,0,357,84,5,0,0,99,3,0,3,103,0,0,102,85,13,0,0,108,0,0,0,108,5,0,112,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,178,22,8,0,204,3,0,3,207,7,5,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,22,8,0,204,3,0,3,209,7,5,218,34,0,0,0
POA3127,690,12,0,705,11,0,0,0,11,0,0,0,11,0,0,5,9,0,0,0,9,0,0,0,9,0,0,9,18,0,0,0,18,0,0,0,18,0,0,17,628,62,3,4,702,9,0,10,704,9,0,716,99,16,0,0,115,3,3,5,118,15,0,140,4,0,0,3,6,0,0,0,6,0,3,11,731,83,3,3,823,11,0,12,832,28,3,869,221,16,5,0,241,8,0,8,246,5,4,257,197,14,0,0,214,3,0,3,215,8,0,217,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,421,25,8,0,461,8,0,8,469,10,4,480,7,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,9,0,0,0,9,0,0,9,13,0,0,0,13,0,0,0,13,0,0,13,438,25,8,0,473,8,0,8,476,10,4,491,76,8,0,0
POA3128,525,21,5,548,11,0,0,0,11,4,0,4,9,0,0,11,5,0,0,0,8,0,0,0,5,0,0,5,16,0,0,0,16,6,0,6,17,0,0,20,448,66,12,4,529,10,5,10,540,25,5,570,120,32,3,4,156,3,5,6,165,20,0,187,0,0,0,0,3,0,0,0,3,4,3,11,569,98,11,3,688,17,4,22,707,50,11,770,148,10,3,0,162,0,0,0,164,9,0,167,135,22,0,0,157,3,0,3,155,9,0,164,7,0,0,0,7,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,287,35,3,0,327,3,0,3,330,12,0,348,6,0,0,0,7,0,0,0,7,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,13,0,0,0,10,0,0,0,10,0,0,15,300,33,3,0,344,3,0,3,346,18,0,358,51,8,0,0
POA3129,649,24,0,678,10,0,0,0,10,0,0,0,6,0,0,6,9,3,0,0,10,0,0,0,12,5,0,16,19,3,0,0,21,0,0,0,21,5,0,29,579,77,8,0,660,10,3,9,676,28,0,703,110,23,0,0,139,0,0,0,140,19,0,163,0,0,0,0,0,0,0,0,0,0,0,5,688,98,11,5,799,11,3,16,818,53,3,866,156,21,3,0,184,4,0,3,188,12,0,196,182,18,5,0,205,0,0,0,204,8,0,212,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,346,42,7,0,396,5,0,5,400,25,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,352,46,7,0,404,5,0,5,410,21,0,435,62,8,3,0
POA3130,1418,50,3,1475,18,4,0,0,18,3,0,3,23,3,0,28,34,0,0,0,32,6,0,6,40,0,0,40,47,7,0,0,54,8,0,8,63,3,0,63,1277,157,11,10,1456,22,0,24,1480,56,3,1540,163,31,9,6,206,3,0,6,209,26,0,237,3,0,0,0,3,0,0,0,3,0,0,3,1445,192,20,10,1667,29,3,34,1693,78,3,1775,349,36,0,0,393,6,0,10,401,17,0,421,404,57,10,0,463,3,0,4,470,14,0,483,18,3,3,0,18,0,0,0,18,0,0,16,0,3,0,0,4,0,0,0,4,0,0,3,772,97,8,0,879,9,4,14,893,30,0,925,10,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,16,0,0,0,17,0,0,17,21,5,0,0,24,0,0,0,26,0,0,29,790,101,8,0,905,13,4,13,923,33,0,952,109,9,0,0
POA3131,877,30,0,918,4,0,0,0,5,0,0,0,11,0,0,11,17,3,0,0,21,0,0,0,24,0,0,24,23,5,0,0,29,0,0,0,36,0,0,36,797,95,6,6,899,11,0,10,916,30,0,951,164,24,7,0,199,0,3,3,204,14,0,217,5,0,0,6,7,0,0,0,7,0,3,13,956,127,14,13,1110,16,0,20,1126,52,8,1178,189,12,0,0,199,0,0,0,199,13,0,210,247,33,0,0,283,0,0,0,283,10,0,290,4,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,435,46,0,0,486,0,0,0,486,24,0,513,3,0,0,0,6,0,0,0,8,0,0,8,4,0,0,0,7,0,0,0,7,0,0,7,9,5,0,0,14,0,0,0,15,0,0,15,447,49,0,0,501,0,0,4,503,24,0,526,65,10,3,0
POA3132,700,18,0,718,9,0,0,0,10,0,0,0,10,0,0,10,16,5,0,0,16,0,0,0,16,0,0,16,18,5,0,0,20,0,0,0,20,0,0,20,604,95,15,9,721,5,0,8,729,18,0,739,135,9,0,4,146,4,0,4,149,11,0,159,0,0,0,0,0,0,0,0,0,0,0,0,735,106,15,11,866,8,0,8,876,22,0,904,153,17,4,0,173,6,0,0,179,6,0,186,165,26,4,0,198,0,0,5,201,8,0,204,9,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,7,325,49,11,0,382,9,0,4,391,15,0,408,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,0,0,11,338,49,11,0,389,9,0,4,403,15,0,413,54,10,0,0
POA3133,949,35,0,984,10,5,0,0,14,0,3,7,15,5,0,18,16,3,0,0,24,0,0,0,23,7,0,32,29,3,0,0,37,5,3,7,40,3,0,47,812,126,14,7,965,16,14,24,991,39,0,1035,182,19,3,0,205,0,4,4,214,30,0,241,0,0,0,3,6,0,0,0,6,7,0,12,996,152,15,11,1176,21,9,32,1208,72,5,1287,220,34,4,0,264,0,0,7,263,14,0,276,257,31,0,0,299,3,0,3,303,10,0,308,7,0,0,0,12,0,0,0,12,0,0,11,0,0,0,0,5,0,0,0,5,0,0,5,489,72,8,4,572,10,0,7,581,23,0,604,5,3,0,0,6,0,0,0,10,0,0,10,15,4,0,0,14,0,0,0,14,0,0,15,21,0,0,0,21,0,0,0,22,0,0,24,508,77,8,4,594,11,0,9,607,18,0,627,87,11,0,0
POA3134,1296,34,9,1335,3,0,0,0,6,0,0,4,5,0,0,8,29,0,0,0,29,0,0,0,30,0,0,34,30,3,0,0,35,4,3,9,42,0,0,46,1158,139,14,9,1317,8,4,15,1335,38,9,1373,244,24,0,10,277,0,4,4,282,40,0,322,3,0,0,7,11,0,0,0,11,0,11,19,1400,163,21,25,1604,10,6,17,1626,83,14,1719,285,27,0,0,315,5,0,5,321,11,0,336,435,38,5,3,475,4,0,4,479,13,0,489,7,0,0,0,7,0,0,0,7,0,0,7,10,0,0,8,9,0,0,0,14,0,3,19,732,69,4,8,815,8,0,8,828,24,3,848,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,12,0,0,0,12,0,0,12,11,5,0,0,14,0,0,0,14,0,0,14,745,70,4,8,833,8,0,8,843,24,3,863,116,5,4,3
POA3135,863,36,0,895,11,0,0,0,11,0,0,3,14,0,0,14,15,0,0,0,15,0,0,0,19,0,0,19,29,0,0,0,29,0,3,0,34,0,0,34,768,100,9,8,881,7,4,15,896,36,0,932,177,23,3,3,206,4,0,3,212,30,0,239,0,0,0,0,0,0,0,0,0,0,0,0,943,125,13,8,1090,10,10,14,1112,62,3,1171,177,22,4,0,207,3,0,3,204,8,0,214,254,24,3,0,280,0,0,0,287,13,0,296,9,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,5,439,49,8,0,498,4,0,6,503,18,3,525,8,0,0,0,8,0,0,0,13,0,0,13,8,0,0,0,8,0,0,0,8,3,0,7,17,0,0,0,17,0,0,0,16,3,0,18,454,49,8,0,514,4,0,5,520,22,3,545,87,7,0,0
POA3136,1751,59,0,1810,11,0,0,0,9,0,0,0,9,0,0,8,27,0,0,0,28,0,0,0,28,4,0,35,43,0,0,0,42,0,0,0,42,5,0,44,1529,187,32,17,1763,19,7,29,1788,61,0,1851,358,48,8,5,417,8,0,8,434,38,3,472,0,0,0,0,3,0,0,0,3,0,9,9,1888,237,42,25,2188,29,7,42,2225,99,13,2340,325,35,12,0,371,5,4,9,376,13,0,392,471,63,8,0,549,3,0,3,555,11,0,565,27,0,3,0,24,0,0,0,24,0,0,33,4,0,0,5,10,0,0,0,10,0,0,12,825,98,22,10,957,6,4,14,967,27,0,993,5,0,0,3,8,0,0,0,8,0,0,8,18,0,0,0,18,0,0,0,21,0,0,21,18,0,0,5,23,0,0,0,24,0,0,24,846,98,22,15,977,12,3,11,990,27,0,1019,151,24,0,3
POA3137,520,18,0,535,3,0,0,0,3,0,0,0,6,0,0,6,10,0,0,0,10,0,0,0,10,0,0,10,9,0,0,0,9,0,0,0,10,0,0,10,469,37,16,8,528,4,0,4,530,18,0,546,113,10,0,3,132,0,0,0,132,14,0,140,0,0,0,0,0,0,0,0,0,0,0,0,586,46,13,10,654,4,0,4,656,26,0,686,114,3,0,0,122,0,0,4,122,5,0,127,160,12,3,0,176,0,0,0,176,5,0,185,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,3,0,0,0,3,0,0,6,279,17,8,0,308,0,0,4,308,13,0,319,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,283,17,8,0,314,0,0,4,313,13,0,325,44,4,0,0
POA3138,941,19,4,964,4,6,0,0,4,0,0,0,8,0,0,3,20,0,0,0,22,0,0,0,17,0,0,17,19,4,0,0,28,0,0,0,26,0,0,31,843,97,17,11,959,10,0,10,967,18,4,992,202,23,0,0,230,0,0,0,240,21,0,257,0,0,0,0,3,0,0,0,3,0,0,4,1044,121,20,10,1193,10,0,14,1207,40,3,1252,170,18,0,0,186,0,0,0,186,8,0,199,274,29,0,0,305,0,0,0,303,8,0,312,14,0,3,0,16,0,0,0,16,0,0,22,10,0,0,8,11,0,0,0,11,0,0,11,467,46,9,8,519,5,0,5,522,16,0,537,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,7,0,0,0,4,0,0,0,9,0,0,9,473,47,9,8,528,0,0,0,533,16,0,547,84,12,0,0
POA3139,574,11,0,585,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,513,50,13,7,582,0,0,6,586,11,0,594,117,18,0,6,144,5,0,5,149,14,0,159,0,0,0,6,6,0,0,0,6,0,0,8,637,64,14,15,730,5,0,9,738,25,0,765,101,10,0,0,114,0,0,0,114,0,0,116,166,25,8,0,205,0,4,4,206,5,0,214,10,0,0,0,8,0,0,0,8,0,0,12,6,0,0,0,6,0,0,0,6,0,0,6,290,40,8,0,333,0,4,4,335,13,0,351,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,0,0,9,10,0,0,0,12,0,0,0,12,0,0,12,299,36,8,0,342,0,4,4,347,13,0,355,53,6,5,0
POA3140,535,12,0,552,4,0,0,0,4,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,12,0,0,12,14,0,0,0,14,0,0,0,14,0,0,14,490,44,12,0,546,0,0,5,551,12,0,565,137,10,3,0,150,0,0,0,148,7,0,156,0,0,0,0,0,0,0,0,0,0,0,0,623,54,12,0,691,0,0,4,704,20,0,719,95,13,4,0,111,0,0,0,111,7,0,119,224,20,4,0,248,3,0,3,255,7,0,259,8,0,0,0,8,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,326,36,9,0,371,3,0,3,371,15,0,392,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,12,0,0,0,12,0,0,12,10,6,0,0,12,0,0,0,12,0,0,12,335,36,9,0,385,3,0,3,385,15,0,408,73,8,0,0
POA3141,261,11,0,275,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,50,0,0,265,0,0,0,266,11,0,280,83,9,0,0,89,3,0,4,99,11,0,106,0,0,0,0,0,0,0,0,0,0,3,8,293,60,0,10,358,3,0,3,367,24,6,392,52,11,0,0,63,0,0,0,60,3,0,63,34,9,0,0,46,0,0,0,46,0,0,46,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,87,23,0,0,106,0,0,0,107,3,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,91,23,0,0,111,0,0,0,115,3,0,114,40,6,0,0
POA3142,227,12,0,242,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,3,0,0,3,200,26,3,0,233,3,0,3,234,12,0,244,74,7,0,0,82,0,0,0,82,11,0,95,0,0,0,0,0,0,0,0,0,0,0,0,273,36,4,6,317,3,0,3,320,24,0,336,61,3,0,0,67,0,0,0,69,4,0,66,43,12,0,0,55,0,0,0,55,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,102,13,0,0,123,0,0,0,124,3,0,132,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,105,13,0,0,126,0,0,0,126,9,0,133,49,10,0,0
POA3143,185,14,0,198,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,6,0,0,0,6,0,0,3,10,0,0,10,172,18,0,6,193,5,0,3,195,14,0,212,64,13,0,0,76,0,0,0,76,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,236,27,3,8,268,5,0,3,273,20,0,292,47,0,0,0,45,0,0,0,48,4,0,48,41,4,0,0,44,0,0,0,44,0,0,41,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,83,10,0,0,96,0,0,0,93,3,0,98,7,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,6,0,0,8,90,10,0,0,98,0,0,3,98,5,0,108,34,0,0,0
POA3144,306,5,0,313,0,0,0,0,0,4,0,4,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,4,0,4,9,0,0,9,281,23,0,3,308,6,0,6,319,5,0,319,81,5,0,0,80,0,0,0,80,3,0,87,0,0,0,0,0,0,0,0,0,0,4,4,359,26,0,4,390,6,0,6,401,7,4,411,99,10,0,0,110,3,0,5,117,0,0,120,100,14,0,0,114,0,0,0,110,0,0,113,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,208,18,0,0,226,3,0,6,236,3,0,236,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,8,9,0,0,0,10,0,0,0,10,0,0,8,212,20,0,0,235,3,0,6,240,5,5,245,49,9,3,0
POA3145,807,22,3,829,10,0,0,0,10,0,0,0,14,0,0,14,15,0,0,0,15,0,0,0,15,0,0,15,32,0,0,0,33,0,0,0,36,0,0,36,738,74,9,7,830,8,0,6,835,22,3,859,175,11,3,4,190,0,0,0,190,7,0,203,0,0,0,0,0,0,0,0,4,0,0,4,909,88,16,11,1023,5,0,10,1030,31,3,1063,258,17,4,3,282,0,0,3,286,6,0,291,222,22,5,0,254,3,0,3,260,8,0,270,9,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,486,43,11,5,545,7,0,8,559,19,0,574,6,0,0,0,6,0,5,5,4,0,0,4,11,0,0,0,11,0,0,0,14,0,0,14,13,0,0,0,16,0,4,4,21,0,0,21,501,45,11,5,564,7,0,12,573,19,0,590,80,15,0,3
POA3146,1029,28,0,1058,6,0,0,0,3,4,0,4,3,0,0,3,13,0,0,0,13,0,3,3,15,0,0,15,14,0,0,0,15,4,3,4,19,0,0,20,914,96,6,15,1032,15,0,22,1051,30,0,1077,163,14,0,0,181,4,0,4,185,20,0,205,6,0,0,0,6,0,0,0,6,0,0,6,1077,114,6,13,1215,14,0,23,1241,46,0,1289,318,39,3,4,361,10,0,10,377,14,0,394,284,29,4,0,316,3,0,3,317,12,4,336,15,3,0,0,18,0,0,0,15,0,0,19,3,0,0,8,10,4,0,4,7,0,0,7,625,70,3,7,706,13,0,16,724,34,4,754,5,0,0,0,9,0,0,0,9,0,0,5,7,0,0,0,6,0,0,0,6,0,0,10,10,0,0,0,15,0,0,0,15,5,0,18,635,70,5,6,719,13,0,16,735,31,4,775,116,9,3,0
POA3147,609,4,0,614,8,0,0,0,9,0,0,0,9,0,0,9,8,0,0,0,8,0,0,0,8,0,0,8,12,0,0,0,18,0,0,0,18,0,0,18,528,66,18,3,617,5,0,11,622,4,0,630,125,16,0,0,144,0,0,0,151,11,0,161,4,0,0,0,9,0,0,0,9,0,3,8,654,84,18,5,768,6,0,9,776,16,3,797,170,15,8,0,190,9,0,9,197,5,0,209,166,27,0,0,194,0,0,0,195,3,0,199,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,338,42,11,0,394,7,0,7,399,12,0,411,4,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,13,0,0,0,13,0,0,13,353,39,11,0,400,7,0,7,410,12,0,424,55,9,0,0
POA3148,282,23,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,7,254,26,3,3,288,0,3,5,289,21,0,309,55,3,0,6,67,3,0,5,70,7,0,79,0,0,0,0,0,0,0,0,0,0,0,5,306,25,8,10,352,7,5,6,360,26,0,393,76,3,0,0,85,0,0,0,85,3,0,89,64,10,0,0,75,5,0,5,79,9,0,76,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,147,10,7,0,165,5,0,5,164,14,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,3,0,0,3,152,10,7,0,167,3,0,3,170,14,0,184,23,0,0,0
POA3149,1379,33,6,1417,19,0,0,0,22,0,0,0,28,0,0,27,26,0,0,0,26,0,0,0,30,0,0,30,50,3,0,0,54,4,0,4,56,0,0,54,1208,173,21,10,1407,15,11,25,1432,38,6,1476,246,51,6,0,301,3,0,5,303,37,0,342,0,0,0,4,10,0,0,0,10,0,9,12,1453,219,28,19,1716,24,8,28,1743,75,11,1832,422,34,3,6,459,8,4,11,472,20,0,494,331,58,0,0,397,7,0,5,397,14,0,415,16,0,3,0,15,0,0,0,15,0,0,15,0,0,0,3,4,0,0,0,4,3,4,5,763,90,10,11,872,10,6,14,888,34,4,929,16,0,0,0,16,0,0,0,19,0,0,19,8,6,0,0,12,0,0,0,12,0,0,16,23,6,0,0,29,0,0,0,31,3,0,35,792,92,10,11,905,13,6,18,917,41,4,961,129,18,4,0
