poa_code,postcode,seifa_irsd_score,seifa_irsd_national_rank,seifa_irsd_national_decile,seifa_irsd_national_percentile,seifa_irsd_state_rank,seifa_irsd_state_decile,seifa_irsd_state_percentile,seifa_irsd_minimum_sa1_score,seifa_irsd_maximum_sa1_score,seifa_irsd_population_without_sa1_score_share,seifa_irsad_score,seifa_irsad_national_rank,seifa_irsad_national_decile,seifa_irsad_national_percentile,seifa_irsad_state_rank,seifa_irsad_state_decile,seifa_irsad_state_percentile,seifa_irsad_minimum_sa1_score,seifa_irsad_maximum_sa1_score,seifa_irsad_population_without_sa1_score_share,seifa_ier_score,seifa_ier_national_rank,seifa_ier_national_decile,seifa_ier_national_percentile,seifa_ier_state_rank,seifa_ier_state_decile,seifa_ier_state_percentile,seifa_ier_minimum_sa1_score,seifa_ier_maximum_sa1_score,seifa_ier_population_without_sa1_score_share,seifa_ieo_score,seifa_ieo_national_rank,seifa_ieo_national_decile,seifa_ieo_national_percentile,seifa_ieo_state_rank,seifa_ieo_state_decile,seifa_ieo_state_percentile,seifa_ieo_minimum_sa1_score,seifa_ieo_maximum_sa1_score,seifa_ieo_population_without_sa1_score_share,seifa_population,seifa_state,seifa_caution_low_sa1_representation,seifa_cross_state_boundary,seifa_irsd_excluded,seifa_irsd_national_percentile_scaled,seifa_irsad_excluded,seifa_irsad_national_percentile_scaled,seifa_ier_excluded,seifa_ier_national_percentile_scaled,seifa_ieo_excluded,seifa_ieo_national_percentile_scaled,seifa_score_missing_count,seifa_any_score_available,seifa_all_scores_available,seifa_any_index_excluded,seifa_source_year
POA2036,2036,1021.7727741,1604,7,62,391,7,65,346.84878911,1121.489571,0.0310362188,1055.7655842,2140,9,82,443,8,73,523.42979444,1176.9119198,0.0310362188,998.79954446,1263,5,49,312,6,52,471.31683632,1146.1321405,0.0310362188,1049.0303532,2063,8,79,426,8,71,701.56341159,1167.3470061,0.0310362188,33767,NSW,False,False,False,0.62,False,0.82,False,0.49,False,0.79,0,True,True,False,2021
POA2037,2037,1015.017203,1522,6,58,365,7,61,616.97199973,1117.5629261,0.0,1101.5433722,2408,10,92,501,9,83,789.87092953,1204.4415508,0.0,902.12707998,149,1,6,31,1,6,619.30712236,1054.6344093,0.0,1162.6766366,2563,10,98,567,10,94,994.9393214,1240.8057476,0.0,16641,NSW,False,False,False,0.58,False,0.92,False,0.06,False,0.98,0,True,True,False,2021
POA2038,2038,1095.5143092,2498,10,96,553,10,92,991.73568662,1150.2593892,0.0,1158.9962255,2588,10,99,576,10,95,1037.364698,1203.1592598,0.0,1026.292099,1712,7,66,411,7,68,842.11998567,1098.6457624,0.0,1177.5310723,2598,10,99,583,10,96,1075.2915538,1226.5682914,0.0,9487,NSW,False,False,False,0.96,False,0.99,False,0.66,False,0.99,0,True,True,False,2021
POA2039,2039,1103.9856468,2556,10,98,576,10,95,1068.9544892,1142.2405147,0.0004676722,1170.809646,2611,10,100,594,10,98,1128.37639,1221.3899606,0.0004676722,1054.6597891,2117,9,81,486,9,81,971.2037302,1112.851171,0.0004676722,1179.8217818,2600,10,99,585,10,97,1133.0494564,1214.766947,0.0004676722,8553,NSW,False,False,False,0.98,False,1.0,False,0.81,False,0.99,0,True,True,False,2021
POA2040,2040,1072.4146061,2306,9,88,508,9,84,753.15845506,1131.1048718,0.0018418629,1140.0715217,2555,10,98,553,10,92,889.17277385,1194.3670363,0.0018418629,1030.9545983,1780,7,68,423,7,70,709.77139446,1135.8316261,0.0018418629,1157.0481319,2545,10,97,560,10,93,1055.6314881,1201.2217353,0.0018418629,22803,NSW,False,False,False,0.88,False,0.98,False,0.68,False,0.97,0,True,True,False,2021
POA2041,2041,1089.0764198,2457,10,94,540,9,89,852.36238515,1162.1892511,0.0002566735,1160.8775906,2591,10,99,577,10,96,971.96021794,1218.3936518,0.0002566735,1037.2880495,1867,8,72,442,8,73,796.78991853,1131.0006657,0.0002566735,1185.0682705,2608,10,100,592,10,98,1094.5863193,1232.3953937,0.0002566735,15584,NSW,False,False,False,0.94,False,0.99,False,0.72,False,1.0,0,True,True,False,2021
POA2042,2042,1066.2790419,2226,9,85,490,9,81,917.96421781,1125.9681724,0.0061050715,1141.6214256,2558,10,98,556,10,92,1039.8758778,1202.2362253,0.0061050715,943.04117029,409,2,16,97,2,16,790.9154314,1045.92068,0.0061050715,1166.1104129,2573,10,98,571,10,94,1105.2420986,1237.7534764,0.0061050715,18673,NSW,False,False,False,0.85,False,0.98,False,0.16,False,0.98,0,True,True,False,2021
POA2043,2043,1102.8316798,2545,10,97,571,10,95,919.52962596,1136.6287167,0.0,1184.6591398,2624,10,100,606,10,100,1028.5537731,1231.7280205,0.0,984.32888834,1014,4,39,246,5,41,827.99698589,1063.7854841,0.0,1192.7852599,2616,10,100,599,10,99,1123.5286,1223.2648877,0.0,9657,NSW,False,False,False,0.97,False,1.0,False,0.39,False,1.0,0,True,True,False,2021
POA2044,2044,1055.5505229,2086,8,80,465,8,77,936.25942794,1133.7120627,0.0030200532,1115.7183388,2476,10,95,522,9,86,1019.7510677,1196.8914158,0.0030200532,1013.8093552,1512,6,58,374,7,62,914.96886299,1100.4816585,0.0030200532,1113.3882083,2402,10,92,522,9,86,998.04284564,1183.0759453,0.0030200532,8278,NSW,False,False,False,0.8,False,0.95,False,0.58,False,0.92,0,True,True,False,2021
POA2045,2045,1082.6703879,2413,10,92,525,9,87,1008.8293842,1123.6866575,0.0,1124.8059409,2513,10,96,537,9,89,1063.2679349,1147.862982,0.0,1091.2159147,2442,10,94,541,9,90,1009.0406517,1156.4795674,0.0,1116.6247316,2422,10,93,532,9,88,1060.1122796,1160.1445534,0.0,6480,NSW,False,False,False,0.92,False,0.96,False,0.94,False,0.93,0,True,True,False,2021
POA2046,2046,1068.2807638,2259,9,87,496,9,82,876.78438633,1128.5945882,0.0003298153,1114.4775498,2470,10,95,520,9,86,971.92864442,1189.0869343,0.0003298153,1037.6335212,1873,8,72,444,8,74,835.62322005,1165.8759066,0.0003298153,1114.2838316,2407,10,92,525,9,87,1016.7590575,1175.8600232,0.0003298153,27288,NSW,False,False,False,0.87,False,0.95,False,0.72,False,0.92,0,True,True,False,2021
POA2047,2047,1091.211326,2472,10,95,546,9,90,1024.2919476,1159.5040715,0.0,1144.0893338,2562,10,98,558,10,92,1087.9944334,1178.8942298,0.0,1042.8598671,1950,8,75,452,8,75,965.33113292,1176.8522074,0.0,1149.7993395,2526,10,97,554,10,92,1082.6899136,1185.8771603,0.0,12011,NSW,False,False,False,0.95,False,0.98,False,0.75,False,0.97,0,True,True,False,2021
POA2048,2048,1080.4193096,2387,10,91,520,9,86,980.15549725,1113.6383284,0.0,1139.7331988,2551,10,98,550,10,91,1075.8010985,1174.6469067,0.0,992.55282926,1151,5,44,286,5,48,881.80755573,1090.0797438,0.0,1158.11511,2548,10,97,562,10,93,1089.0146976,1181.1889253,0.0,7619,NSW,False,False,False,0.91,False,0.98,False,0.44,False,0.97,0,True,True,False,2021
POA2049,2049,1065.3459622,2213,9,85,488,9,81,906.57445268,1133.2437602,0.0,1126.7204129,2518,10,96,539,9,89,1003.9724619,1215.1661418,0.0,979.73964111,928,4,36,220,4,37,799.68914964,1091.6233986,0.0,1154.5408143,2536,10,97,558,10,92,1099.3044537,1221.0376666,0.0,12258,NSW,False,False,False,0.85,False,0.96,False,0.36,False,0.97,0,True,True,False,2021
POA2050,2050,1080.151846,2383,10,91,519,9,86,749.48091645,1123.476774,0.1250399744,1161.902924,2594,10,99,579,10,96,903.94930242,1203.6962214,0.1250399744,936.30924871,341,2,13,79,2,14,635.75097202,1024.0740145,0.1250399744,1198.5536018,2624,10,100,606,10,100,1077.495177,1233.8057959,0.0139643961,9381,NSW,False,False,False,0.91,False,0.99,False,0.13,False,1.0,0,True,True,False,2021
POA2060,2060,1094.5076327,2493,10,95,550,10,91,1037.8708741,1150.9465617,0.0002642881,1166.1826585,2605,10,100,589,10,98,1098.1409435,1215.284972,0.0002642881,962.23894457,647,3,25,155,3,26,877.87947008,1098.0544452,0.0002642881,1195.3318166,2619,10,100,601,10,99,1108.9696405,1231.8842495,0.0002642881,15135,NSW,False,False,False,0.95,False,1.0,False,0.25,False,1.0,0,True,True,False,2021
POA2061,2061,1070.0172647,2275,9,87,500,9,83,647.29823839,1129.7670795,0.0069827866,1156.7884739,2583,10,99,571,10,95,810.22490986,1203.3108156,0.0069827866,933.74711567,314,2,12,71,2,12,560.38776904,1041.644871,0.0069827866,1196.6995615,2623,10,100,605,10,100,1058.5791949,1240.3537875,0.0069827866,6158,NSW,False,False,False,0.87,False,0.99,False,0.12,False,1.0,0,True,True,False,2021
POA2062,2062,1103.1550731,2549,10,98,573,10,95,1053.002862,1132.2120062,0.0,1164.2461679,2599,10,100,584,10,97,1124.7251979,1187.5161382,0.0,1033.4394286,1816,7,70,430,8,71,923.52489616,1118.1828022,0.0,1189.2042395,2612,10,100,595,10,98,1143.9351056,1225.6836804,0.0,7088,NSW,False,False,False,0.98,False,1.0,False,0.7,False,1.0,0,True,True,False,2021
POA2063,2063,1121.917637,2616,10,100,604,10,100,1084.0899897,1154.5335323,0.0,1181.4720303,2623,10,100,605,10,100,1130.5196717,1216.1369863,0.0,1124.8528607,2573,10,99,583,10,97,997.91793136,1207.887409,0.0,1188.387404,2610,10,100,594,10,98,1154.8370377,1212.1214491,0.0,6493,NSW,False,False,False,1.0,False,1.0,False,0.99,False,1.0,0,True,True,False,2021
POA2064,2064,1061.5199796,2170,9,83,480,8,80,513.14296442,1165.7317618,0.0010619093,1126.7868304,2519,10,96,540,9,89,711.89907682,1220.9738763,0.0010619093,981.66640116,959,4,37,230,4,38,512.65299723,1199.9788253,0.0010619093,1160.2787092,2556,10,98,565,10,93,942.97275704,1206.0787066,0.0010619093,9417,NSW,False,False,False,0.83,False,0.96,False,0.37,False,0.98,0,True,True,False,2021
POA2065,2065,1103.1213839,2548,10,98,572,10,95,960.90123551,1165.1605107,0.002113698,1171.3275854,2612,10,100,595,10,99,1057.0045254,1215.284972,0.002113698,1004.5977107,1355,6,52,341,6,57,780.54733347,1169.0844056,0.002113698,1195.4534755,2620,10,100,602,10,100,1131.4008694,1245.6361637,0.002113698,31698,NSW,False,False,False,0.98,False,1.0,False,0.52,False,1.0,0,True,True,False,2021
POA2066,2066,1102.1072161,2538,10,97,567,10,94,972.86110116,1165.0687519,0.0022160501,1157.5601987,2585,10,99,573,10,95,1058.647584,1222.6387277,0.0022160501,1065.8275539,2234,9,86,505,9,84,895.03921148,1214.8473053,0.0022160501,1175.0981283,2595,10,99,582,10,96,1126.4950617,1239.0201637,0.0022160501,33844,NSW,False,False,False,0.97,False,0.99,False,0.86,False,0.99,0,True,True,False,2021
POA2067,2067,1039.4446103,1860,8,71,427,8,71,919.66676631,1124.3426775,0.0097865426,1116.6215987,2480,10,95,523,9,87,1027.2213578,1183.6544663,0.0097865426,972.07828982,793,4,31,185,4,31,825.24677219,1161.4200139,0.0097865426,1147.4790942,2521,10,96,552,10,91,1087.0476411,1204.2142933,0.0097865426,27078,NSW,False,False,False,0.71,False,0.95,False,0.31,False,0.96,0,True,True,False,2021
POA2068,2068,1098.8260223,2516,10,96,558,10,92,1021.3841308,1149.7223565,0.0,1157.594762,2586,10,99,574,10,95,1065.8034087,1215.2183566,0.0,1098.848354,2481,10,95,551,10,91,914.56880076,1233.0895127,0.0,1159.5784921,2553,10,98,564,10,93,1095.545939,1213.003601,0.0,17450,NSW,False,False,False,0.96,False,0.99,False,0.95,False,0.98,0,True,True,False,2021
POA2069,2069,1114.4316648,2598,10,99,598,10,99,1052.0326608,1171.9962179,0.0,1172.4763982,2615,10,100,597,10,99,1108.650969,1228.7905294,0.0,1118.6599722,2557,10,98,575,10,95,931.00146332,1226.8188966,0.0,1182.5835759,2606,10,100,590,10,98,1134.9043602,1226.254012,0.0,14604,NSW,False,False,False,0.99,False,1.0,False,0.98,False,1.0,0,True,True,False,2021
POA2070,2070,1103.6884734,2552,10,98,574,10,95,1050.3856142,1144.3348276,0.0,1163.7398541,2598,10,99,583,10,97,1077.5703718,1206.2640619,0.0,1097.6826685,2474,10,95,548,10,91,927.65900893,1192.0430746,0.0,1180.3881715,2601,10,99,586,10,97,1125.4853397,1219.2392758,0.0,14648,NSW,False,False,False,0.98,False,0.99,False,0.95,False,0.99,0,True,True,False,2021
POA2071,2071,1097.3260463,2511,10,96,556,10,92,1050.0957268,1141.1633529,0.0,1155.5696624,2579,10,99,568,10,94,1107.1344455,1215.3147769,0.0,1099.271117,2485,10,95,552,10,91,952.70862535,1183.0445463,0.0,1175.0567406,2594,10,99,581,10,96,1113.7862052,1227.311326,0.0,13510,NSW,False,False,False,0.96,False,0.99,False,0.95,False,0.99,0,True,True,False,2021
POA2072,2072,1078.7339977,2371,10,91,517,9,86,976.37365712,1153.451305,0.0,1141.6340955,2559,10,98,557,10,92,1048.9726738,1215.3941808,0.0,1050.9619483,2063,8,79,471,8,78,882.07564359,1210.5729161,0.0,1172.3105605,2588,10,99,578,10,96,1111.6141684,1221.302138,0.0,8795,NSW,False,False,False,0.91,False,0.98,False,0.79,False,0.99,0,True,True,False,2021
POA2073,2073,1116.4094802,2605,10,100,600,10,99,1031.8171926,1165.2640674,0.0,1176.8787655,2619,10,100,601,10,100,1069.7497726,1212.0004771,0.0,1138.9186146,2600,10,100,596,10,99,963.6939867,1218.9644037,0.0,1180.6254569,2604,10,100,588,10,97,1127.030194,1217.9655352,0.0,17221,NSW,False,False,False,1.0,False,1.0,False,1.0,False,1.0,0,True,True,False,2021
POA2074,2074,1113.2947506,2594,10,99,595,10,99,975.07016257,1157.7422744,0.0002988516,1165.2400433,2603,10,100,587,10,97,1031.85503,1203.7784364,0.0002988516,1125.1101503,2575,10,99,585,10,97,896.30386709,1201.9161532,0.0002988516,1172.2443872,2587,10,99,577,10,95,1083.5602565,1226.794153,0.0002988516,23423,NSW,False,False,False,0.99,False,1.0,False,0.99,False,0.99,0,True,True,False,2021
POA2075,2075,1109.1056364,2577,10,99,586,10,97,1017.4209438,1156.7975474,0.0,1162.3224622,2596,10,99,581,10,96,1081.0648583,1226.7888512,0.0,1130.2939377,2587,10,99,589,10,98,952.15064693,1227.9815471,0.0,1161.5532565,2558,10,98,566,10,94,1104.5885114,1197.3993554,0.0,21665,NSW,False,False,False,0.99,False,0.99,False,0.99,False,0.98,0,True,True,False,2021
POA2076,2076,1101.5894521,2535,10,97,565,10,94,922.06804961,1160.8880827,0.0,1152.2818984,2575,10,99,565,10,94,1019.0093515,1215.6680447,0.0,1120.0309084,2563,10,98,578,10,96,937.68037867,1219.459499,0.0,1158.3672786,2549,10,97,563,10,93,1036.5214814,1222.6944037,0.0,25340,NSW,False,False,False,0.97,False,0.99,False,0.98,False,0.97,0,True,True,False,2021
POA2077,2077,1047.5218682,1978,8,76,449,8,74,879.55119457,1156.5511659,0.0,1083.4136436,2318,9,89,480,8,80,946.30471781,1183.8150928,0.0,1005.2284808,1362,6,52,344,6,57,772.42679973,1208.8138044,0.0,1113.5340883,2403,10,92,523,9,87,1002.2101931,1187.1934595,0.0,42819,NSW,False,False,False,0.76,False,0.89,False,0.52,False,0.92,0,True,True,False,2021
POA2079,2079,1088.1633489,2453,10,94,538,9,89,1064.7178993,1113.0231872,0.0,1103.9221149,2423,10,93,504,9,84,1068.3789097,1130.2142721,0.0,1103.3838662,2507,10,96,559,10,93,994.99622523,1157.0439306,0.0,1089.1728074,2286,9,87,491,9,81,1068.9096496,1128.9228018,0.0,7816,NSW,False,False,False,0.94,False,0.93,False,0.96,False,0.87,0,True,True,False,2021
POA2080,2080,1090.6397618,2464,10,94,542,9,90,1069.9803501,1127.2175729,0.0113250283,1109.1495724,2448,10,94,510,9,85,1073.530034,1154.2941746,0.0113250283,1122.3883923,2568,10,98,581,10,96,1091.6155019,1168.0126159,0.0113250283,1099.0370385,2340,9,90,504,9,83,1080.9904577,1118.0894874,0.0113250283,1766,NSW,False,False,False,0.94,False,0.94,False,0.98,False,0.9,0,True,True,False,2021
POA2081,2081,1102.6146098,2542,10,97,569,10,94,1066.9013017,1134.5400013,0.0,1115.6490446,2475,10,95,521,9,86,1044.3593093,1165.2949752,0.0,1121.4617706,2564,10,98,579,10,96,1058.96189,1188.8126025,0.0,1093.789246,2319,9,89,498,9,82,1045.8508899,1137.8375022,0.0,5394,NSW,False,False,False,0.97,False,0.95,False,0.98,False,0.89,0,True,True,False,2021
POA2082,2082,1105.2385278,2565,10,98,580,10,96,1057.3763124,1121.7762683,0.001832173,1105.6108878,2429,10,93,507,9,84,1044.3593093,1130.9393402,0.001832173,1118.3118394,2555,10,98,573,10,95,1058.96189,1138.819455,0.001832173,1080.5942271,2237,9,86,476,8,79,1034.9218131,1114.3033434,0.001832173,5458,NSW,False,False,False,0.98,False,0.93,False,0.98,False,0.86,0,True,True,False,2021
POA2083,2083,1060.7970759,2161,9,83,478,8,79,1008.6712852,1089.8297761,0.0,1069.706725,2234,9,86,464,8,77,990.57463087,1091.8733326,0.0,1048.1739701,2022,8,78,467,8,77,987.62223544,1085.9131784,0.0,1065.5534819,2165,9,83,453,8,75,970.14626394,1137.4857637,0.0,1665,NSW,False,False,False,0.83,False,0.86,False,0.78,False,0.83,0,True,True,False,2021
POA2084,2084,1106.285285,2569,10,98,582,10,96,1039.4277406,1144.1326439,0.0031923384,1123.3414375,2505,10,96,533,9,88,1043.5968002,1159.1266626,0.0031923384,1137.433763,2597,10,99,595,10,99,981.89237075,1215.2910389,0.0031923384,1087.7660292,2272,9,87,485,8,80,1006.0501196,1142.9933888,0.0031923384,3759,NSW,False,False,False,0.98,False,0.96,False,0.99,False,0.87,0,True,True,False,2021
POA2085,2085,1104.9118041,2561,10,98,578,10,96,1017.1964528,1149.6062329,0.0,1139.7852549,2552,10,98,551,10,91,1027.5814925,1188.6604438,0.0,1149.0519308,2614,10,100,601,10,100,955.48070213,1231.1667861,0.0,1106.4722718,2360,9,90,511,9,85,1039.766272,1160.985347,0.0,11452,NSW,False,False,False,0.98,False,0.98,False,1.0,False,0.9,0,True,True,False,2021
POA2086,2086,1108.3120597,2575,10,99,585,10,97,819.1796584,1147.6601429,0.0009145912,1144.1481342,2563,10,98,559,10,93,882.99903658,1201.9847363,0.0009145912,1146.3716476,2609,10,100,598,10,99,769.23087083,1229.9488323,0.0009145912,1110.3999303,2389,10,91,518,9,86,1013.4342559,1164.309781,0.0009145912,14214,NSW,False,False,False,0.99,False,0.98,False,1.0,False,0.91,0,True,True,False,2021
POA2087,2087,1095.4316131,2497,10,96,552,10,91,952.70994665,1146.7739184,0.0,1135.4199549,2542,10,97,548,10,91,1031.900939,1186.7303819,0.0,1117.675434,2553,10,98,572,10,95,935.79166624,1194.0097076,0.0,1127.2836352,2463,10,94,537,9,89,1060.7142836,1185.4270318,0.0,13161,NSW,False,False,False,0.96,False,0.97,False,0.98,False,0.94,0,True,True,False,2021
POA2088,2088,1109.5399709,2579,10,99,588,10,97,997.6957454,1165.2341906,0.0003882947,1168.9531154,2608,10,100,592,10,98,1058.2791934,1226.2367811,0.0003882947,1064.8220928,2221,9,85,503,9,83,854.47795072,1198.4077277,0.0003882947,1184.6295393,2607,10,100,591,10,98,1116.132139,1239.498705,0.0003882947,28329,NSW,False,False,False,0.99,False,1.0,False,0.85,False,1.0,0,True,True,False,2021
POA2089,2089,1091.2799104,2473,10,95,547,10,91,1014.7603487,1141.891404,0.0,1156.1495756,2581,10,99,570,10,94,1088.7185577,1194.0775812,0.0,981.51634755,956,4,37,228,4,38,850.49065981,1103.1723826,0.0,1185.9949917,2609,10,100,593,10,98,1137.2033104,1225.5561121,0.0,11491,NSW,False,False,False,0.95,False,0.99,False,0.37,False,1.0,0,True,True,False,2021
POA2090,2090,1099.5874112,2519,10,96,559,10,93,1044.8174358,1145.0654701,0.0,1162.8839582,2597,10,99,582,10,96,1120.0548202,1213.3085601,0.0,1011.3271871,1468,6,56,367,7,61,926.04678379,1164.2883645,0.0,1190.6451379,2614,10,100,597,10,99,1150.2769749,1229.0092417,0.0,13533,NSW,False,False,False,0.96,False,0.99,False,0.56,False,1.0,0,True,True,False,2021
POA2092,2092,1120.5107713,2614,10,100,603,10,100,1069.7301514,1150.8032981,0.0,1180.6500241,2621,10,100,603,10,100,1119.2602307,1214.3936525,0.0,1161.0137011,2621,10,100,605,10,100,1036.5155061,1204.4673356,0.0,1164.4591834,2570,10,98,570,10,94,1123.2826202,1197.3346321,0.0,7384,NSW,False,False,False,1.0,False,1.0,False,1.0,False,0.98,0,True,True,False,2021
POA2093,2093,1102.5008339,2541,10,97,568,10,94,944.2814323,1152.8700873,0.0,1154.4168171,2577,10,99,566,10,94,990.82649646,1223.2298599,0.0,1097.9367666,2475,10,95,549,10,91,847.58127106,1235.7190187,0.0,1149.095837,2525,10,97,553,10,91,1039.7491864,1215.7801392,0.0,23555,NSW,False,False,False,0.97,False,0.99,False,0.95,False,0.97,0,True,True,False,2021
POA2094,2094,1113.7858044,2595,10,99,596,10,99,1043.4331983,1138.4066113,0.0026054389,1171.4367881,2613,10,100,596,10,99,1115.705973,1205.8539403,0.0026054389,1062.5367997,2196,9,84,501,9,83,966.45937632,1144.9120638,0.0026054389,1174.5220776,2593,10,99,580,10,96,1140.2302688,1205.4436965,0.0026054389,6141,NSW,False,False,False,0.99,False,1.0,False,0.84,False,0.99,0,True,True,False,2021
POA2095,2095,1101.0085655,2531,10,97,564,10,93,978.20402778,1161.5986079,0.0,1168.7793088,2607,10,100,591,10,98,1068.7977953,1214.0815751,0.0,1003.73064,1340,6,52,335,6,56,871.01342344,1132.6869288,0.0,1179.2257082,2599,10,99,584,10,97,1135.0287669,1225.7175644,0.0,16296,NSW,False,False,False,0.97,False,1.0,False,0.52,False,0.99,0,True,True,False,2021
POA2096,2096,1110.6220894,2584,10,99,591,10,98,1056.8083742,1148.9372274,0.0002006018,1158.0471953,2587,10,99,575,10,95,1103.0025658,1194.9303166,0.0002006018,1070.8360437,2270,9,87,512,9,85,967.82073763,1173.5257026,0.0002006018,1147.1064893,2520,10,96,551,10,91,1103.1963093,1205.2855293,0.0002006018,14955,NSW,False,False,False,0.99,False,0.99,False,0.87,False,0.96,0,True,True,False,2021
POA2097,2097,1098.7493735,2514,10,96,557,10,92,1008.2657703,1133.0646045,0.0,1123.4101383,2506,10,96,534,9,88,1035.6284561,1173.2136603,0.0,1110.4362552,2536,10,97,568,10,94,935.00833974,1203.8413547,0.0,1089.0611324,2284,9,87,490,9,81,1052.7849901,1146.9747019,0.0,15991,NSW,False,False,False,0.96,False,0.96,False,0.97,False,0.87,0,True,True,False,2021
POA2099,2099,1046.5243395,1960,8,75,447,8,74,823.54270721,1149.6031769,0.0001631055,1080.2472576,2295,9,88,475,8,79,888.78245097,1201.3776879,0.0001631055,1029.7999485,1766,7,68,419,7,70,806.35161729,1213.603939,0.0001631055,1065.3918831,2163,9,83,452,8,75,899.14282896,1171.7102625,0.0001631055,42917,NSW,False,False,False,0.75,False,0.88,False,0.68,False,0.83,0,True,True,False,2021
POA2100,2100,1081.477181,2396,10,92,521,9,86,819.1796584,1152.2076994,0.0,1116.7430533,2483,10,95,524,9,87,882.99903658,1218.5677883,0.0,1103.1616274,2505,10,96,558,10,92,769.23087083,1221.9277196,0.0,1087.0967423,2269,9,87,484,8,80,1002.3815283,1184.7698627,0.0,21973,NSW,False,False,False,0.92,False,0.95,False,0.96,False,0.87,0,True,True,False,2021
POA2101,2101,1068.207902,2255,9,86,495,9,82,887.29197254,1145.2097827,0.0,1090.9955784,2361,9,90,490,9,81,892.71610094,1176.940893,0.0,1068.8516521,2262,9,87,509,9,84,894.55438682,1199.7805935,0.0,1069.3453,2186,9,84,461,8,76,860.58272042,1129.3619236,0.0,19885,NSW,False,False,False,0.86,False,0.9,False,0.87,False,0.84,0,True,True,False,2021
POA2102,2102,1090.2857479,2460,10,94,541,9,90,1054.5611534,1115.6680516,0.0383100609,1118.3263427,2488,10,95,526,9,87,1063.6078253,1173.1632447,0.0383100609,1122.5942933,2569,10,98,582,10,96,1036.2060876,1182.3754475,0.0383100609,1088.3930558,2279,9,87,488,9,81,1043.090125,1167.0481979,0.0383100609,8379,NSW,False,False,False,0.94,False,0.95,False,0.98,False,0.87,0,True,True,False,2021
POA2103,2103,1082.5634667,2409,10,92,522,9,86,1042.7698145,1119.9035918,0.0002758113,1100.6127434,2404,10,92,500,9,83,1057.5576231,1144.7397339,0.0002758113,1071.1812146,2274,9,87,514,9,85,924.47216412,1152.722887,0.0002758113,1079.942112,2230,9,85,472,8,78,1033.0500476,1117.772277,0.0002758113,10877,NSW,False,False,False,0.92,False,0.92,False,0.87,False,0.85,0,True,True,False,2021
POA2104,2104,1083.536998,2418,10,93,527,9,87,1016.941803,1149.8748381,0.0,1111.2361355,2456,10,94,513,9,85,1032.5297665,1177.1443562,0.0,1088.2330453,2419,10,93,536,9,89,977.98795398,1206.6453376,0.0,1109.6701597,2382,10,91,517,9,86,1041.0177218,1167.6855679,0.0,3807,NSW,False,False,False,0.93,False,0.94,False,0.93,False,0.91,0,True,True,False,2021
POA2105,2105,1105.5666163,2567,10,98,581,10,96,1078.6837371,1149.8748381,0.0,1137.1966147,2546,10,97,549,10,91,1108.5999077,1177.1443562,0.0,1118.4115996,2556,10,98,574,10,95,1064.5353114,1206.6453376,0.0,1144.7641269,2512,10,96,547,9,90,1118.8807805,1165.2705358,0.0,2008,NSW,False,False,False,0.98,False,0.97,False,0.98,False,0.96,0,True,True,False,2021
POA2106,2106,1099.7308941,2521,10,97,561,10,93,1033.5688449,1158.2530109,0.0,1123.7645606,2509,10,96,535,9,89,1064.015565,1172.3903266,0.0,1097.1314745,2471,10,95,547,10,91,984.30755927,1193.1696982,0.0,1113.7770893,2405,10,92,524,9,87,1048.3122411,1159.1943424,0.0,9659,NSW,False,False,False,0.97,False,0.96,False,0.95,False,0.92,0,True,True,False,2021
