poa_code,postcode,census_population,census_age_20_24,census_age_25_34,census_age_35_44,census_median_age,census_median_household_income_weekly,census_avg_household_size,census_couple_no_children_families,census_couple_with_children_families,census_single_parent_families,census_other_families,census_total_families,census_households_all,census_households_weekly_income_3000_3499,census_households_weekly_income_3500_3999,census_households_weekly_income_4000_plus,census_population_15plus_g43,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,census_bachelor_degree_count,census_employed_persons,census_unemployed_persons,census_labour_force,census_not_in_labour_force,census_labour_status_not_stated,census_population_15plus,census_family_households,census_lone_person_households,census_group_households,census_total_households,census_source_year,census_couple_families,census_age_20_44_count,census_households_weekly_income_3000_plus_count,census_employment_to_population_ratio,census_unemployment_rate,census_labour_force_participation_rate,census_couple_no_children_family_share,census_couple_with_children_family_share,census_couple_family_share,census_single_parent_family_share,census_family_household_share,census_lone_person_household_share,census_group_household_share,census_age_20_44_share,census_households_weekly_income_3000_plus_share,census_bachelor_degree_share,census_unemployment_rate_derived_pct,census_labour_force_participation_rate_derived_pct,census_small_population,census_small_labour_force,census_small_families,census_small_households,census_nonpositive_household_income,census_zero_population,census_any_feature_missing,census_ratio_quality_issue
POA2017,2017,29003.0,3481.0,11184.0,5261.0,32.0,2104.0,1.9,4637.0,1450.0,703.0,235.0,7023.0,14103.0,1078.0,710.0,2446.0,26706.0,6.1,67.7,8758.0,16966.0,1103.0,18070.0,6651.0,1984.0,26706.0,6966.0,5178.0,1956.0,14103.0,2021,6087.0,19926.0,4234.0,0.6352879502733468,0.06104039845047039,0.6766269752115629,0.6602591485120319,0.20646447387156486,0.8667236223835968,0.10009967250462765,0.49393746011486916,0.3671559242714316,0.13869389491597534,0.6870323759611074,0.30021981138764803,0.3279412866022617,6.10403984504704,67.66269752115629,False,False,False,False,False,False,False,False
POA2018,2018,19878.0,1660.0,4905.0,3264.0,34.0,2017.0,2.3,2389.0,2084.0,710.0,148.0,5324.0,8159.0,575.0,398.0,1293.0,17240.0,4.8,63.7,4447.0,10450.0,521.0,10980.0,5234.0,1027.0,17240.0,5208.0,2304.0,642.0,8159.0,2021,4473.0,9829.0,2266.0,0.6061484918793504,0.04744990892531876,0.6368909512761021,0.4487227648384673,0.391435011269722,0.8401577761081893,0.13335837716003004,0.6383135188135801,0.28238754749356537,0.07868611349430077,0.4944662440889426,0.27773011398455694,0.25794663573085846,4.744990892531876,63.68909512761021,False,False,False,False,False,False,False,False
POA2019,2019,13467.0,769.0,2296.0,2304.0,36.0,2363.0,2.6,1258.0,1801.0,539.0,69.0,3664.0,4957.0,461.0,310.0,997.0,10924.0,3.2,68.8,2271.0,7271.0,244.0,7516.0,2700.0,711.0,10924.0,3570.0,1207.0,172.0,4957.0,2021,3059.0,5369.0,1768.0,0.6655986818015379,0.032464076636508785,0.688026363969242,0.3433406113537118,0.49153930131004364,0.8348799126637555,0.1471069868995633,0.7201936655235022,0.2434940488198507,0.034698406294129513,0.398678250538353,0.356667339116401,0.20789088246063714,3.2464076636508783,68.8026363969242,False,False,False,False,False,False,False,False
POA2020,2020,21591.0,2876.0,7408.0,3256.0,30.0,2254.0,2.5,2708.0,1960.0,578.0,233.0,5478.0,8105.0,700.0,495.0,1356.0,19057.0,5.9,68.5,5397.0,12287.0,764.0,13044.0,4865.0,1151.0,19057.0,5295.0,1762.0,1046.0,8105.0,2021,4668.0,13540.0,2551.0,0.6447499606443826,0.05857099049371359,0.6844728970981792,0.49434100036509676,0.3577948156261409,0.8521358159912377,0.10551296093464768,0.6533004318322023,0.2173966687230105,0.12905613818630474,0.6271131489972673,0.3147439851943245,0.2832030225114131,5.857099049371358,68.44728970981791,False,False,False,False,False,False,False,False
POA2021,2021,14946.0,931.0,3288.0,2406.0,37.0,2823.0,2.1,1752.0,1302.0,417.0,57.0,3527.0,6586.0,392.0,221.0,2425.0,12998.0,3.6,72.3,5080.0,9055.0,337.0,9395.0,2940.0,669.0,12998.0,3508.0,2542.0,532.0,6586.0,2021,3054.0,6625.0,3038.0,0.6966456377904293,0.03587014369345397,0.7228035082320357,0.49673943861638786,0.36915225404026086,0.8658916926566487,0.11823079104054438,0.5326450045551169,0.3859702399028242,0.08077740662010324,0.4432624113475177,0.46128150622532643,0.39082935836282506,3.587014369345397,72.28035082320356,False,False,False,False,False,False,False,False
POA2022,2022,13509.0,778.0,3211.0,2222.0,36.0,2484.0,2.2,1611.0,1279.0,395.0,58.0,3337.0,5559.0,381.0,217.0,1726.0,11551.0,4.1,66.0,3986.0,7311.0,317.0,7628.0,3114.0,808.0,11551.0,3313.0,1778.0,464.0,5559.0,2021,2890.0,6211.0,2324.0,0.6329322136611549,0.04155742003146303,0.6603757250454506,0.4827689541504345,0.38327839376685646,0.866047347917291,0.11836979322744981,0.5959704982910595,0.31984169814714875,0.08346824968519517,0.45976756236583016,0.4180608023025724,0.34507834819496147,4.155742003146303,66.03757250454507,False,False,False,False,False,False,False,False
POA2023,2023,10590.0,557.0,1593.0,1449.0,39.0,3315.0,2.5,1190.0,1247.0,311.0,38.0,2787.0,4056.0,271.0,176.0,1604.0,8772.0,3.1,65.2,3202.0,5536.0,181.0,5717.0,2685.0,372.0,8772.0,2750.0,1048.0,262.0,4056.0,2021,2437.0,3599.0,2051.0,0.6310989512083903,0.031659961518278816,0.6517327861377109,0.42698241837100825,0.4474345174022246,0.8744169357732329,0.11158952278435594,0.678007889546351,0.2583826429980276,0.0645956607495069,0.3398489140698772,0.5056706114398422,0.3650250797993616,3.1659961518278816,65.17327861377109,False,False,False,False,False,False,False,False
POA2024,2024,11380.0,452.0,1909.0,1765.0,38.0,3197.0,2.4,1095.0,1348.0,317.0,35.0,2798.0,4212.0,277.0,177.0,1624.0,9320.0,2.4,66.6,3160.0,6055.0,152.0,6206.0,2375.0,734.0,9320.0,2750.0,1166.0,293.0,4212.0,2021,2443.0,4126.0,2078.0,0.6496781115879828,0.024492426683854335,0.6658798283261803,0.3913509649749821,0.48177269478198714,0.8731236597569693,0.1132952108649035,0.6528964862298196,0.2768281101614435,0.06956315289648624,0.3625659050966608,0.49335232668566004,0.33905579399141633,2.4492426683854336,66.58798283261802,False,False,False,False,False,False,False,False
POA2025,2025,7189.0,351.0,1143.0,983.0,42.0,3013.0,2.2,836.0,694.0,247.0,41.0,1814.0,2988.0,176.0,106.0,1124.0,6081.0,3.1,63.3,2311.0,3734.0,116.0,3851.0,1880.0,352.0,6081.0,1791.0,1003.0,192.0,2988.0,2021,1530.0,2477.0,1406.0,0.6140437428054596,0.03012204622176058,0.6332839993422135,0.46085997794928335,0.38257993384785005,0.8434399117971334,0.13616317530319735,0.5993975903614458,0.3356760374832664,0.0642570281124498,0.344554179997218,0.4705488621151272,0.38003617826015457,3.0122046221760583,63.328399934221345,False,False,False,False,False,False,False,False
POA2026,2026,32693.0,1519.0,9669.0,5951.0,34.0,2896.0,2.2,3717.0,3015.0,816.0,129.0,7667.0,13603.0,1002.0,634.0,4588.0,28025.0,3.9,71.5,10482.0,19258.0,786.0,20045.0,6131.0,1847.0,28025.0,7611.0,4238.0,1755.0,13603.0,2021,6732.0,17139.0,6224.0,0.6871721677074041,0.03921177350960339,0.7152542372881356,0.48480500847789226,0.3932437720099126,0.8780487804878049,0.10643015521064302,0.5595089318532677,0.3115489230316842,0.12901565831066678,0.5242406631388983,0.4575461295302507,0.37402319357716324,3.921177350960339,71.52542372881356,False,False,False,False,False,False,False,False
POA2027,2027,7810.0,350.0,1257.0,1048.0,46.0,3027.0,2.0,1182.0,571.0,241.0,28.0,2027.0,3578.0,217.0,114.0,1341.0,6961.0,3.4,61.1,2459.0,4104.0,146.0,4251.0,2245.0,462.0,6961.0,2017.0,1358.0,201.0,3578.0,2021,1753.0,2655.0,1672.0,0.5895704640137911,0.034344860032933425,0.610688119523057,0.5831277750370005,0.2816970892945239,0.8648248643315244,0.11889491859891466,0.5637227501397428,0.3795416433761878,0.056176634991615425,0.3399487836107554,0.4673001676914477,0.3532538428386726,3.4344860032933426,61.0688119523057,False,False,False,False,False,False,False,False
POA2028,2028,4709.0,286.0,1005.0,663.0,39.0,3077.0,2.1,632.0,412.0,159.0,29.0,1228.0,2130.0,149.0,87.0,780.0,4126.0,3.5,66.2,1585.0,2643.0,93.0,2736.0,1209.0,182.0,4126.0,1218.0,726.0,183.0,2130.0,2021,1044.0,1954.0,1016.0,0.640571982549685,0.03399122807017544,0.6631119728550654,0.5146579804560261,0.3355048859934853,0.8501628664495114,0.12947882736156352,0.571830985915493,0.3408450704225352,0.08591549295774648,0.4149500955616904,0.47699530516431926,0.3841492971400873,3.399122807017544,66.31119728550654,False,False,False,False,False,False,False,False
POA2029,2029,9911.0,522.0,1427.0,1452.0,40.0,2539.0,2.3,1156.0,1087.0,377.0,36.0,2654.0,4006.0,248.0,169.0,1299.0,8293.0,3.4,63.6,2687.0,5093.0,181.0,5272.0,2502.0,518.0,8293.0,2620.0,1201.0,181.0,4006.0,2021,2243.0,3401.0,1716.0,0.6141324008199687,0.03433232169954476,0.6357168696491017,0.43556895252449135,0.4095704596834966,0.8451394122079879,0.14204973624717407,0.654018971542686,0.299800299550674,0.04518222666000998,0.34315407123398245,0.42835746380429357,0.3240081996864826,3.433232169954476,63.57168696491017,False,False,False,False,False,False,False,False
POA2030,2030,14434.0,837.0,1264.0,1698.0,42.0,3481.0,2.8,1288.0,2062.0,424.0,40.0,3811.0,4881.0,320.0,185.0,2055.0,11690.0,3.7,60.2,3929.0,6778.0,258.0,7037.0,4063.0,589.0,11690.0,3740.0,1034.0,106.0,4881.0,2021,3350.0,3799.0,2560.0,0.5798118049615055,0.036663350859741366,0.60196749358426,0.3379690369981632,0.541065337181842,0.8790343741800053,0.11125688795591708,0.7662364269616881,0.2118418356894079,0.021716861298914158,0.2631980047110988,0.5244826879737758,0.3360992301112062,3.6663350859741364,60.196749358426004,False,False,False,False,False,False,False,False
POA2031,2031,33830.0,1984.0,7238.0,5497.0,36.0,2514.0,2.3,3734.0,3609.0,1056.0,168.0,8568.0,13615.0,1064.0,651.0,3874.0,28589.0,3.5,69.3,9468.0,19133.0,687.0,19822.0,7113.0,1655.0,28589.0,8487.0,4013.0,1107.0,13615.0,2021,7343.0,14719.0,5589.0,0.6692434152995907,0.034658460296640096,0.6933435936898807,0.4358076563958917,0.421218487394958,0.8570261437908496,0.12324929971988796,0.6233565919941241,0.29474843922144695,0.08130738156445097,0.4350872007094295,0.4105031215571061,0.3311763265591661,3.4658460296640095,69.33435936898807,False,False,False,False,False,False,False,False
POA2032,2032,14643.0,1717.0,2880.0,1925.0,35.0,1746.0,2.4,1192.0,1493.0,520.0,110.0,3321.0,5599.0,331.0,191.0,946.0,12661.0,6.4,58.4,3202.0,6915.0,471.0,7392.0,4554.0,718.0,12661.0,3244.0,1689.0,667.0,5599.0,2021,2685.0,6522.0,1468.0,0.5461653897796382,0.06371753246753246,0.5838401390095569,0.3589280337247817,0.4495633845227341,0.8084914182475158,0.1565793435712135,0.5793891766386855,0.30166101089480263,0.11912841578853367,0.44540053267773,0.26218967672798715,0.2529026143274623,6.371753246753246,58.384013900955686,False,False,False,False,False,False,False,False
POA2033,2033,11927.0,1777.0,2503.0,1670.0,32.0,2118.0,2.3,1211.0,1021.0,338.0,83.0,2656.0,4354.0,294.0,196.0,870.0,10488.0,6.0,61.7,2939.0,6080.0,391.0,6468.0,3415.0,600.0,10488.0,2605.0,1327.0,421.0,4354.0,2021,2232.0,5950.0,1360.0,0.5797101449275363,0.060451453308596165,0.6167048054919908,0.4559487951807229,0.38441265060240964,0.8403614457831325,0.1272590361445783,0.5983004134129536,0.30477721635277905,0.09669269637115296,0.4988681143623711,0.3123564538355535,0.28022501906941266,6.045145330859617,61.670480549199084,False,False,False,False,False,False,False,False
POA2034,2034,20249.0,1035.0,4648.0,3337.0,36.0,2796.0,2.3,2276.0,2058.0,644.0,93.0,5071.0,8258.0,622.0,407.0,2653.0,17187.0,3.6,70.0,5614.0,11596.0,438.0,12031.0,4201.0,952.0,17187.0,5014.0,2411.0,835.0,8258.0,2021,4334.0,9020.0,3682.0,0.6746959911561063,0.03640595129249439,0.7000058183510793,0.4488266614080063,0.40583711299546443,0.8546637744034707,0.12699664760402288,0.607168806006297,0.2919593121821264,0.10111407120368128,0.4454540964985925,0.4458706708646161,0.32664222959213357,3.640595129249439,70.00058183510794,False,False,False,False,False,False,False,False
POA2035,2035,34602.0,1999.0,5183.0,5192.0,40.0,2151.0,2.5,3392.0,4197.0,1409.0,185.0,9182.0,13296.0,859.0,600.0,2984.0,28979.0,4.6,60.9,7316.0,16846.0,809.0,17659.0,9784.0,1539.0,28979.0,8964.0,3639.0,701.0,13296.0,2021,7589.0,12374.0,4443.0,0.5813175057800476,0.04581233365422731,0.6093723040822665,0.3694184273578741,0.4570899586146809,0.826508385972555,0.15345240688303202,0.674187725631769,0.2736913357400722,0.05272262334536703,0.35760938674065085,0.33416064981949456,0.2524586769729804,4.58123336542273,60.937230408226654,False,False,False,False,False,False,False,False
POA2036,2036,33767.0,2163.0,4930.0,4941.0,39.0,2050.0,2.6,2944.0,4190.0,1443.0,165.0,8748.0,12002.0,813.0,589.0,2203.0,28039.0,4.4,57.9,5338.0,15522.0,723.0,16244.0,9812.0,1983.0,28039.0,8495.0,3032.0,476.0,12002.0,2021,7134.0,12034.0,3605.0,0.553586076536253,0.0445087416892391,0.5793359249616605,0.33653406492912663,0.4789666209419296,0.8155006858710563,0.1649519890260631,0.7077987002166306,0.2526245625729045,0.039660056657223795,0.35638345129860516,0.300366605565739,0.1903776882199793,4.45087416892391,57.93359249616606,False,False,False,False,False,False,False,False
POA2037,2037,16641.0,1596.0,3813.0,2724.0,36.0,2011.0,2.0,2014.0,1152.0,592.0,92.0,3855.0,7533.0,438.0,265.0,1803.0,14880.0,5.3,64.4,4633.0,9072.0,507.0,9575.0,4364.0,934.0,14880.0,3826.0,3047.0,663.0,7533.0,2021,3166.0,8133.0,2506.0,0.6096774193548387,0.05295039164490862,0.6434811827956989,0.5224383916990921,0.2988326848249027,0.8212710765239948,0.1535667963683528,0.5078985795831674,0.40448692420018584,0.08801274392672243,0.48873264827834867,0.3326695871498739,0.3113575268817204,5.295039164490862,64.34811827956989,False,False,False,False,False,False,False,False
POA2038,2038,9487.0,545.0,1648.0,1581.0,38.0,2683.0,2.3,1021.0,1066.0,274.0,39.0,2402.0,3794.0,256.0,164.0,1272.0,7967.0,3.8,70.5,2720.0,5403.0,212.0,5618.0,1852.0,501.0,7967.0,2378.0,1196.0,224.0,3794.0,2021,2087.0,3774.0,1692.0,0.6781724614032886,0.03773584905660377,0.7051587799673654,0.4250624479600333,0.443796835970025,0.8688592839300583,0.11407160699417153,0.6267791249341065,0.3152345809172377,0.05904059040590406,0.3978075260883314,0.4459673168160253,0.34140830927576254,3.7735849056603774,70.51587799673655,False,False,False,False,False,False,False,False
POA2039,2039,8553.0,339.0,1292.0,1604.0,40.0,3196.0,2.3,1088.0,1003.0,280.0,35.0,2408.0,3603.0,237.0,149.0,1438.0,7078.0,3.4,72.6,2379.0,4964.0,170.0,5141.0,1720.0,219.0,7078.0,2396.0,1047.0,153.0,3603.0,2021,2091.0,3235.0,1824.0,0.7013280587736649,0.033067496595993,0.7263351229160779,0.45182724252491696,0.4165282392026578,0.8683554817275747,0.11627906976744186,0.6650013877324452,0.29059117402164863,0.042464612822647796,0.37822986086753185,0.5062447960033306,0.3361118960158237,3.3067496595993,72.63351229160779,False,False,False,False,False,False,False,False
POA2040,2040,22803.0,1103.0,3275.0,4035.0,38.0,2727.0,2.4,2234.0,2881.0,862.0,98.0,6072.0,8865.0,620.0,452.0,2883.0,18419.0,3.9,70.5,5542.0,12468.0,510.0,12979.0,4583.0,851.0,18419.0,6008.0,2377.0,477.0,8865.0,2021,5115.0,8413.0,3955.0,0.6769097127965688,0.039294244548886664,0.7046528041696075,0.3679183135704875,0.4744729907773386,0.842391304347826,0.1419631093544137,0.6777213761985336,0.2681331077270164,0.05380710659898477,0.36894268298030963,0.446136491821771,0.3008849557522124,3.9294244548886663,70.46528041696075,False,False,False,False,False,False,False,False
POA2041,2041,15584.0,565.0,1814.0,2465.0,43.0,3147.0,2.2,1931.0,1826.0,498.0,49.0,4302.0,6544.0,390.0,234.0,2611.0,12949.0,3.8,67.4,4431.0,8397.0,333.0,8730.0,3696.0,523.0,12949.0,4276.0,2070.0,202.0,6544.0,2021,3757.0,4844.0,3235.0,0.6484670630936752,0.03814432989690722,0.674183334620434,0.4488609948860995,0.42445374244537426,0.8733147373314737,0.11576011157601115,0.6534229828850856,0.316320293398533,0.0308679706601467,0.3108316221765914,0.49434596577017115,0.3421885859911962,3.814432989690722,67.4183334620434,False,False,False,False,False,False,False,False
POA2042,2042,18673.0,1788.0,5280.0,3257.0,34.0,2328.0,2.1,2319.0,1303.0,446.0,92.0,4167.0,8179.0,584.0,418.0,2062.0,16822.0,4.2,74.5,5817.0,12016.0,521.0,12541.0,3416.0,864.0,16822.0,4143.0,2902.0,1136.0,8179.0,2021,3622.0,10325.0,3064.0,0.7143026988467484,0.041543736544135235,0.7455118297467602,0.556515478761699,0.3126949844012479,0.8692104631629469,0.1070314374850012,0.5065411419488935,0.3548111016016628,0.13889228512043036,0.5529373962405613,0.37461792395158333,0.34579717037213176,4.154373654413524,74.55118297467602,False,False,False,False,False,False,False,False
POA2043,2043,9657.0,490.0,3105.0,2225.0,34.0,3020.0,2.0,1657.0,719.0,212.0,39.0,2620.0,4540.0,423.0,282.0,1476.0,8607.0,3.2,81.6,3368.0,6805.0,220.0,7024.0,1250.0,333.0,8607.0,2613.0,1478.0,454.0,4540.0,2021,2376.0,5820.0,2181.0,0.790635529220402,0.03132118451025057,0.8160799349366794,0.6324427480916031,0.27442748091603053,0.9068702290076336,0.08091603053435115,0.5755506607929516,0.32555066079295153,0.1,0.6026716371543958,0.4803964757709251,0.3913093993261299,3.1321184510250575,81.60799349366795,False,False,False,False,False,False,False,False
POA2044,2044,8278.0,447.0,1859.0,1668.0,36.0,2619.0,2.5,1001.0,846.0,296.0,48.0,2197.0,3176.0,286.0,227.0,825.0,7028.0,3.9,72.4,2114.0,4893.0,199.0,5092.0,1670.0,263.0,7028.0,2134.0,707.0,333.0,3176.0,2021,1847.0,3974.0,1338.0,0.6962151394422311,0.03908091123330715,0.7245304496300512,0.4556213017751479,0.38507055075102414,0.8406918525261721,0.1347291761492945,0.6719143576826196,0.22260705289672544,0.10484886649874055,0.4800676491906258,0.42128463476070527,0.300796812749004,3.9080911233307147,72.45304496300513,False,False,False,False,False,False,False,False
POA2045,2045,6480.0,364.0,506.0,658.0,46.0,2761.0,2.8,548.0,967.0,231.0,21.0,1770.0,2224.0,127.0,102.0,774.0,5411.0,3.4,60.6,1317.0,3171.0,110.0,3282.0,1983.0,147.0,5411.0,1735.0,441.0,44.0,2224.0,2021,1515.0,1528.0,1003.0,0.5860284605433377,0.03351614868982328,0.6065422287931991,0.3096045197740113,0.5463276836158192,0.8559322033898306,0.13050847457627118,0.7801258992805755,0.1982913669064748,0.019784172661870502,0.23580246913580247,0.45098920863309355,0.24339308815376084,3.3516148689823275,60.65422287931991,False,False,False,False,False,False,False,False
POA2046,2046,27288.0,1129.0,3154.0,4146.0,42.0,2393.0,2.5,2920.0,3613.0,1046.0,125.0,7708.0,10643.0,777.0,528.0,2845.0,22555.0,3.3,63.6,5673.0,13877.0,472.0,14345.0,7181.0,1032.0,22555.0,7534.0,2823.0,290.0,10643.0,2021,6533.0,8429.0,4150.0,0.6152516071824429,0.03290345067967933,0.6360008867213478,0.3788271925272444,0.4687337830825117,0.8475609756097561,0.13570316554229372,0.707883115662877,0.2652447618152777,0.027247956403269755,0.3088903547346819,0.3899276519778258,0.25151851030813566,3.290345067967933,63.60008867213478,False,False,False,False,False,False,False,False
POA2047,2047,12011.0,556.0,1719.0,1798.0,42.0,2776.0,2.3,1501.0,1352.0,443.0,59.0,3360.0,4919.0,395.0,237.0,1615.0,10129.0,3.1,66.0,3033.0,6474.0,208.0,6680.0,2931.0,519.0,10129.0,3322.0,1410.0,188.0,4919.0,2021,2853.0,4073.0,2247.0,0.6391549017672031,0.031137724550898204,0.6594925461546056,0.4467261904761905,0.4023809523809524,0.8491071428571428,0.1318452380952381,0.6753405163651148,0.28664362675340516,0.03821915023378736,0.3391058196653068,0.45680016263468187,0.29943725935432913,3.1137724550898205,65.94925461546056,False,False,False,False,False,False,False,False
POA2048,2048,7619.0,568.0,1657.0,1219.0,36.0,2395.0,2.3,863.0,745.0,216.0,53.0,1874.0,3127.0,227.0,141.0,884.0,6626.0,4.2,72.5,2207.0,4604.0,200.0,4804.0,1522.0,297.0,6626.0,1857.0,952.0,321.0,3127.0,2021,1608.0,3444.0,1252.0,0.6948385149411409,0.041631973355537054,0.7250226380923634,0.4605122732123799,0.3975453575240128,0.8580576307363927,0.1152614727854856,0.5938599296450272,0.30444515510073555,0.10265430124720179,0.4520278251739073,0.4003837543971858,0.3330817989737398,4.163197335553705,72.50226380923634,False,False,False,False,False,False,False,False
POA2049,2049,12258.0,894.0,2918.0,2090.0,35.0,2284.0,2.2,1356.0,1151.0,384.0,67.0,2949.0,5099.0,401.0,242.0,1226.0,10674.0,4.0,70.1,3331.0,7178.0,301.0,7481.0,2489.0,708.0,10674.0,2924.0,1715.0,457.0,5099.0,2021,2507.0,5902.0,1869.0,0.6724751733183436,0.04023526266541906,0.700861907438636,0.4598168870803662,0.3903017972193964,0.8501186842997627,0.13021363173957273,0.5734457736811139,0.33634045891351244,0.08962541674838204,0.48148148148148145,0.36654245930574625,0.31206670414090315,4.023526266541906,70.0861907438636,False,False,False,False,False,False,False,False
POA2050,2050,9381.0,1223.0,2612.0,1696.0,33.0,2331.0,1.9,1226.0,497.0,178.0,43.0,1947.0,4057.0,318.0,190.0,992.0,8660.0,5.2,73.8,2890.0,6060.0,335.0,6393.0,1735.0,531.0,8660.0,1941.0,1694.0,424.0,4057.0,2021,1723.0,5531.0,1500.0,0.6997690531177829,0.052401063663381826,0.7382217090069284,0.6296866974833076,0.25526450950179763,0.8849512069851053,0.09142270159219312,0.47843233916687206,0.4175499137293567,0.10451072220852847,0.5895959918985183,0.3697313285679073,0.33371824480369516,5.240106366338183,73.82217090069284,False,False,False,False,False,False,False,False
POA2060,2060,15135.0,843.0,3627.0,2688.0,38.0,2463.0,1.9,2282.0,1163.0,399.0,75.0,3914.0,7201.0,555.0,287.0,2207.0,13560.0,3.8,69.7,4994.0,9083.0,364.0,9452.0,3343.0,765.0,13560.0,3897.0,2920.0,384.0,7201.0,2021,3445.0,7158.0,3049.0,0.6698377581120945,0.038510368176047395,0.6970501474926254,0.5830352580480327,0.297138477261114,0.8801737353091467,0.10194174757281553,0.5411748368282183,0.4054992362171921,0.05332592695458964,0.47294350842418237,0.42341341480349953,0.3682890855457227,3.8510368176047396,69.70501474926255,False,False,False,False,False,False,False,False
POA2061,2061,6158.0,275.0,1389.0,946.0,44.0,2475.0,1.7,1060.0,326.0,152.0,26.0,1572.0,3147.0,236.0,93.0,1034.0,5769.0,3.9,63.2,2054.0,3505.0,145.0,3643.0,1653.0,470.0,5769.0,1554.0,1459.0,135.0,3147.0,2021,1386.0,2610.0,1363.0,0.6075576356387589,0.03980236069173758,0.6314785924770324,0.6743002544529262,0.20737913486005088,0.8816793893129771,0.09669211195928754,0.4938036224976168,0.4636161423578011,0.042897998093422304,0.4238389087366028,0.4331108992691452,0.3560409083029988,3.980236069173758,63.147859247703245,False,False,False,False,False,False,False,False
